width_ms,rep,t_ms,tau
5,10,40.497124,0.049477
5,10,42.597416,0.049477
5,10,44.449870,0.148430
5,10,46.472869,0.123691
5,10,48.395429,0.024738
5,10,50.542786,0.024738
5,10,52.497525,0.123691
5,10,54.528424,0.074215
5,10,56.549109,0.123691
5,10,58.710994,0.024738
5,10,60.508489,0.049477
5,10,62.358439,0.049477
5,10,64.285284,0.173168
5,10,66.266320,0.148430
5,11,1.293647,0.074215
5,11,2.634932,0.074215
5,11,4.722375,0.123691
5,11,6.607541,0.049477
5,11,8.821256,-0.049477
5,11,10.833788,0.123691
5,11,12.855766,0.074215
5,11,14.996719,0.148430
5,11,16.975188,0.123691
5,11,18.738842,0.024738
5,11,20.688882,0.173168
5,11,22.785920,0.074215
5,11,24.966828,0.074215
5,11,26.841543,0.049477
5,11,29.005647,0.123691
5,11,31.075193,0.024738
5,11,32.836548,0.049477
5,11,34.683707,0.123691
5,11,36.946679,0.024738
5,11,38.513331,0.024738
5,11,40.582678,0.074215
5,11,42.774572,0.049477
5,11,44.745331,0.024738
5,11,46.783799,0.024738
5,11,48.805604,0.074215
5,11,50.727121,0.024738
5,11,52.684634,0.024738
5,11,54.964482,0.123691
5,11,56.781469,0.148430
5,11,58.675008,0.074215
5,11,60.858912,0.074215
5,11,62.960776,0.074215
5,11,64.951582,0.123691
5,11,66.787558,0.024738
5,12,1.152077,0.074215
5,12,3.471655,0.049477
5,12,4.948712,0.024738
5,12,6.931619,0.049477
5,12,9.012307,0.049477
5,12,11.242201,0.024738
5,12,12.954411,0.173168
5,12,15.152153,0.148430
5,12,16.965140,0.024738
5,12,18.765451,0.049477
5,12,20.856668,0.074215
5,12,23.203474,0.247383
5,12,25.006611,0.123691
5,12,27.220785,0.000000
5,12,29.003707,0.000000
5,12,31.077775,0.000000
5,12,33.186868,0.173168
5,12,35.143873,-0.049477
5,12,36.823806,-0.049477
5,12,39.223984,0.024738
5,12,41.187576,0.049477
5,12,43.315386,0.049477
5,12,45.333856,0.024738
5,12,47.347056,0.123691
5,12,49.176565,0.123691
5,12,50.855174,0.049477
5,12,53.092175,0.074215
5,12,54.827211,0.074215
5,12,57.205516,0.074215
5,12,59.202567,0.123691
5,12,61.245986,0.049477
5,12,63.223233,0.024738
5,12,64.871142,0.000000
5,12,67.216843,0.074215
5,13,1.178649,0.074215
5,13,3.289235,0.074215
5,13,5.745905,0.123691
5,13,7.039747,0.000000
5,13,9.354708,-0.024738
5,13,11.192018,-0.321598
5,13,13.353873,0.247383
5,13,15.398896,0.074215
5,13,17.289504,-0.148430
5,13,19.096634,-0.049477
5,13,21.093420,0.074215
5,13,23.091787,0.049477
5,13,25.129295,0.000000
5,13,27.087436,0.049477
5,13,29.374147,0.123691
5,13,31.034444,0.000000
5,13,33.451233,0.024738
5,13,35.220902,0.024738
5,13,37.201535,0.074215
5,13,39.174420,0.049477
5,13,41.168318,0.000000
5,13,43.094078,0.074215
5,13,45.092540,0.074215
5,13,47.429390,0.024738
5,13,49.179871,0.024738
5,13,51.209384,0.000000
5,13,53.228377,0.049477
5,13,55.219412,0.024738
5,13,57.091861,0.123691
5,13,59.008291,0.074215
5,13,61.353777,0.049477
5,13,63.156021,0.024738
5,13,65.426099,0.049477
5,13,67.249888,0.123691
5,14,1.546583,0.123691
5,14,3.660264,0.074215
5,14,5.686568,0.074215
5,14,7.531767,0.000000
5,14,9.730939,0.000000
5,14,11.587245,0.000000
5,14,13.719640,0.000000
5,14,15.725705,0.000000
5,14,17.391253,0.074215
5,14,19.724491,0.000000
5,14,21.691815,0.024738
5,14,23.564255,0.074215
5,14,25.777589,0.123691
5,14,27.651045,0.074215
5,14,29.745266,0.074215
5,14,31.461343,0.049477
5,14,33.436931,0.123691
5,14,35.493903,0.024738
5,14,37.829878,0.024738
5,14,39.515539,0.000000
5,14,41.757797,0.148430
5,14,43.700863,0.123691
5,14,45.729497,0.049477
5,14,47.577480,0.148430
5,14,49.469569,0.074215
5,14,51.700584,0.074215
5,14,53.552571,0.074215
5,14,55.729882,0.024738
5,14,57.738403,0.074215
5,14,59.748932,0.049477
5,14,61.566921,0.049477
5,14,63.530390,0.123691
5,14,65.774750,0.024738
5,14,67.396652,0.049477
5,15,1.603176,0.123691
5,15,3.554092,0.148430
5,15,5.581240,-0.024738
5,15,7.695805,0.049477
5,15,9.609686,0.049477
5,15,11.585543,-0.321598
5,15,13.602612,0.148430
5,15,15.642394,0.049477
5,15,18.022484,-0.049477
5,15,19.840237,0.074215
5,15,21.980956,-0.024738
5,15,23.917953,0.000000
5,15,25.724719,0.074215
5,15,27.881412,0.024738
5,15,29.807236,0.024738
5,15,31.820644,0.024738
5,15,33.809126,0.024738
5,15,35.961433,0.000000
5,15,37.773352,0.024738
5,15,39.856271,0.024738
5,15,41.633354,0.024738
5,15,43.712795,0.049477
5,15,45.961693,0.123691
5,15,47.941786,0.074215
5,15,49.709914,0.074215
5,15,51.950253,0.074215
5,15,53.754238,0.049477
5,15,55.966041,0.123691
5,15,57.785461,0.074215
5,15,59.970757,0.074215
5,15,61.956444,0.173168
5,15,63.707911,0.074215
5,15,65.680718,-0.024738
5,16,2.088056,0.074215
5,16,4.097555,0.074215
5,16,6.079718,0.000000
5,16,8.222734,0.148430
5,16,10.133949,0.000000
5,16,12.032089,0.123691
5,16,14.070349,0.024738
5,16,16.142550,0.000000
5,16,18.041215,0.074215
5,16,20.120550,0.074215
5,16,22.143393,0.173168
5,16,24.224396,0.173168
5,16,26.153937,0.024738
5,16,28.213299,0.074215
5,16,30.140674,0.024738
5,16,32.206427,0.123691
5,16,34.075990,0.049477
5,16,36.208269,0.074215
5,16,38.212777,0.049477
5,16,40.212096,0.074215
5,16,42.382532,0.123691
5,16,44.118025,0.074215
5,16,46.149436,0.074215
5,16,48.066278,0.123691
5,16,50.030161,0.049477
5,16,52.043623,0.123691
5,16,54.202993,0.074215
5,16,56.179422,0.074215
5,16,58.193012,0.024738
5,16,60.220768,0.024738
5,16,62.275311,0.123691
5,16,64.242968,0.024738
5,16,66.228483,0.123691
5,17,0.439590,0.024738
5,17,2.502916,0.024738
5,17,4.560922,0.074215
5,17,6.578216,0.148430
5,17,8.729738,0.074215
5,17,10.600505,-0.024738
5,17,12.441695,0.148430
5,17,14.495285,0.148430
5,17,16.719641,0.049477
5,17,18.713210,-0.074215
5,17,20.547297,0.049477
5,17,22.705660,0.148430
5,17,24.539799,0.148430
5,17,26.527773,0.024738
5,17,28.489654,0.000000
5,17,30.460864,0.024738
5,17,32.585814,0.074215
5,17,34.529158,0.074215
5,17,36.702480,0.074215
5,17,38.506107,0.024738
5,17,40.667239,0.000000
5,17,42.470687,0.049477
5,17,44.673422,0.123691
5,17,46.451763,0.049477
5,17,48.732699,0.123691
5,17,50.444255,0.049477
5,17,52.616485,0.049477
5,17,54.513846,0.173168
5,17,56.782183,0.173168
5,17,58.531896,0.024738
5,17,60.595307,0.049477
5,17,62.755273,0.148430
5,17,64.504026,0.049477
5,17,66.688308,0.148430
5,18,0.891026,0.123691
5,18,2.750637,0.123691
5,18,4.823366,-0.024738
5,18,6.892178,-0.024738
5,18,8.904310,-0.049477
5,18,10.792686,-0.049477
5,18,13.094111,0.024738
5,18,15.139771,-0.024738
5,18,16.925675,0.024738
5,18,19.099435,0.000000
5,18,21.135338,0.049477
5,18,22.915475,0.123691
5,18,24.899028,0.123691
5,18,27.106527,-0.049477
5,18,28.803088,0.049477
5,18,31.096722,0.049477
5,18,32.879974,0.049477
5,18,35.140591,0.049477
5,18,36.852053,0.024738
5,18,38.915296,-0.024738
5,18,40.886935,-0.024738
5,18,42.844436,0.123691
5,18,44.825653,0.024738
5,18,46.798202,0.000000
5,18,48.821304,0.024738
5,18,50.883192,0.074215
5,18,53.079331,0.024738
5,18,54.900481,0.024738
5,18,56.873591,0.123691
5,18,59.004380,0.000000
5,18,61.088296,0.024738
5,18,63.086443,0.123691
5,18,64.827400,0.049477
5,18,66.874679,0.049477
5,19,1.057877,0.123691
5,19,3.072245,0.074215
5,19,4.890365,0.148430
5,19,6.962327,0.049477
5,19,9.167172,0.024738
5,19,10.995050,-0.024738
5,19,13.176690,0.123691
5,19,14.973816,0.173168
5,19,17.054443,0.049477
5,19,19.062366,0.000000
5,19,21.247491,0.173168
5,19,23.052308,0.222645
5,19,24.966884,0.024738
5,19,27.252002,0.000000
5,19,29.032583,0.074215
5,19,31.031163,0.074215
5,19,32.977875,0.000000
5,19,35.065114,0.000000
5,19,37.209314,0.148430
5,19,39.179190,0.049477
5,19,41.181427,0.000000
5,19,42.996941,0.074215
5,19,45.042595,0.049477
5,19,47.032458,0.049477
5,19,49.073724,0.123691
5,19,51.063816,0.024738
5,19,53.025814,0.049477
5,19,55.069129,0.123691
5,19,57.192102,0.123691
5,19,59.185988,0.148430
5,19,61.119509,0.123691
5,19,63.339440,0.000000
5,19,65.066676,0.123691
5,19,67.050511,0.074215
10,0,1.839497,0.148430
10,0,3.711215,0.148430
10,0,5.851079,0.173168
10,0,7.490326,-0.024738
10,0,9.727955,0.173168
10,0,11.861356,0.049477
10,0,13.799719,0.049477
10,0,15.971953,-0.247383
10,0,17.784590,-0.247383
10,0,19.816264,0.321598
10,0,21.993814,0.000000
10,0,23.782881,0.173168
10,0,25.984490,0.049477
10,0,27.671069,0.000000
10,0,30.009543,0.000000
10,0,31.773086,0.123691
10,0,33.807780,0.049477
10,0,35.799931,0.049477
10,0,37.767477,0.049477
10,0,39.832153,0.049477
10,0,41.984159,0.074215
10,0,43.854672,0.074215
10,0,45.566390,0.024738
10,0,47.600698,0.123691
10,0,49.731024,0.049477
10,0,51.910355,0.049477
10,0,53.685574,0.074215
10,0,55.693908,0.173168
10,0,57.792576,0.024738
10,0,59.673666,0.123691
10,0,61.735356,0.000000
10,0,63.879269,0.049477
10,0,65.752393,0.074215
10,0,67.723621,0.074215
10,0,69.710044,0.074215
10,0,71.703407,0.074215
10,1,1.232347,0.049477
10,1,3.197010,0.024738
10,1,4.938215,0.074215
10,1,7.042424,-0.049477
10,1,9.406295,0.148430
10,1,11.264262,0.024738
10,1,13.440496,-0.049477
10,1,15.253715,0.247383
10,1,17.505178,-0.024738
10,1,19.283357,0.000000
10,1,21.186808,0.000000
10,1,23.493935,0.222645
10,1,25.174739,0.222645
10,1,27.447530,-0.024738
10,1,29.311903,0.173168
10,1,31.319443,0.123691
10,1,33.445338,0.049477
10,1,35.048926,0.049477
10,1,37.154291,0.148430
10,1,39.187232,0.024738
10,1,41.510509,0.074215
10,1,43.184420,0.049477
10,1,45.266153,0.049477
10,1,47.202122,0.074215
10,1,49.310301,0.074215
10,1,51.478273,0.123691
10,1,53.277146,0.049477
10,1,55.444388,0.074215
10,1,57.303101,0.074215
10,1,59.363248,0.049477
10,1,61.177759,0.000000
10,1,63.320779,0.049477
10,1,65.338646,0.148430
10,1,67.185771,0.148430
10,1,69.403179,0.074215
10,1,71.360430,0.074215
10,2,1.152042,0.024738
10,2,2.709543,0.123691
10,2,4.845957,-0.024738
10,2,6.936153,-0.024738
10,2,9.022214,-0.024738
10,2,11.036627,0.000000
10,2,13.252105,0.222645
10,2,14.946690,-0.024738
10,2,16.935756,-0.049477
10,2,18.961116,0.074215
10,2,20.953688,0.074215
10,2,23.067182,0.024738
10,2,24.970583,0.074215
10,2,26.954865,0.074215
10,2,28.930903,0.123691
10,2,31.008599,0.123691
10,2,33.096081,0.024738
10,2,34.964656,0.049477
10,2,36.934105,0.074215
10,2,38.951863,0.024738
10,2,40.925558,0.000000
10,2,42.953852,0.024738
10,2,45.121148,0.024738
10,2,47.066824,0.024738
10,2,49.017519,0.024738
10,2,51.140833,0.049477
10,2,52.953996,0.000000
10,2,55.173461,0.148430
10,2,57.166490,0.000000
10,2,59.152846,0.074215
10,2,61.179337,0.148430
10,2,63.150132,0.123691
10,2,65.071900,0.024738
10,2,67.291818,0.074215
10,2,68.964570,0.074215
10,2,71.152927,0.074215
10,3,1.062049,0.074215
10,3,2.835321,0.123691
10,3,4.886080,-0.024738
10,3,7.014860,-0.049477
10,3,9.133831,0.123691
10,3,11.097501,-0.024738
10,3,12.931303,-0.024738
10,3,15.134960,0.173168
10,3,16.935947,0.000000
10,3,18.931600,0.024738
10,3,21.162903,0.049477
10,3,22.939312,0.173168
10,3,25.150253,0.123691
10,3,27.252736,-0.123691
10,3,29.166591,0.000000
10,3,30.874881,0.247383
10,3,33.148547,0.074215
10,3,35.072997,-0.049477
10,3,37.151892,0.049477
10,3,39.103448,0.148430
10,3,40.892632,0.074215
10,3,43.116836,0.000000
10,3,45.096080,0.049477
10,3,47.009644,0.049477
10,3,49.203468,0.049477
10,3,51.221994,0.049477
10,3,53.240386,0.123691
10,3,55.204303,0.123691
10,3,57.110351,0.123691
10,3,58.906914,0.049477
10,3,61.160039,0.024738
10,3,63.135182,0.148430
10,3,65.145103,0.148430
10,3,67.151720,0.148430
10,3,69.168895,0.148430
10,3,71.155680,0.123691
10,4,1.297252,0.074215
10,4,3.385108,0.074215
10,4,5.350641,0.074215
10,4,7.191441,0.000000
10,4,9.175702,0.000000
10,4,11.323862,-0.049477
10,4,13.350298,-0.049477
10,4,15.279835,0.049477
10,4,17.367450,-0.148430
10,4,19.225979,-0.123691
10,4,21.363160,0.148430
10,4,23.134112,0.222645
10,4,25.428084,-0.074215
10,4,27.273730,-0.049477
10,4,29.120196,0.074215
10,4,31.243981,0.148430
10,4,33.138250,0.024738
10,4,35.167366,0.000000
10,4,37.140470,0.049477
10,4,39.241223,0.123691
10,4,41.194299,0.049477
10,4,43.143097,0.049477
10,4,45.229384,0.049477
10,4,47.222222,0.049477
10,4,49.221185,0.074215
10,4,51.040268,0.074215
10,4,53.244566,0.074215
10,4,55.089324,0.049477
10,4,57.120170,0.049477
10,4,59.074952,0.049477
10,4,61.178536,0.049477
10,4,63.054834,0.049477
10,4,65.126365,0.123691
10,4,67.233285,0.024738
10,4,69.247724,0.024738
10,4,71.029263,0.074215
10,5,1.666388,0.049477
10,5,3.600305,0.074215
10,5,5.825233,0.074215
10,5,7.801158,0.049477
10,5,9.559202,0.049477
10,5,11.565962,-0.024738
10,5,13.810204,-0.024738
10,5,15.510536,-0.024738
10,5,17.705401,0.049477
10,5,19.639314,0.049477
10,5,21.583978,0.049477
10,5,23.635054,0.000000
10,5,25.514399,0.000000
10,5,27.840146,0.000000
10,5,29.747344,0.074215
10,5,31.673332,0.074215
10,5,33.706263,0.148430
10,5,35.686131,0.049477
10,5,37.785022,-0.024738
10,5,39.768059,0.000000
10,5,41.669184,0.049477
10,5,43.780491,0.123691
10,5,45.769679,0.049477
10,5,47.785846,0.024738
10,5,49.826438,0.000000
10,5,51.570900,0.024738
10,5,53.793485,0.148430
10,5,55.774598,0.049477
10,5,57.663157,0.049477
10,5,59.637663,0.049477
10,5,61.507217,0.049477
10,5,63.747600,0.148430
10,5,65.745429,0.049477
10,5,67.795131,0.000000
10,5,69.800952,0.049477
10,6,1.888744,0.074215
10,6,3.873594,0.123691
10,6,5.888840,0.049477
10,6,7.979929,0.074215
10,6,9.697153,-0.024738
10,6,11.555980,0.049477
10,6,13.936277,0.000000
10,6,15.851084,-0.321598
10,6,17.756301,0.247383
10,6,19.783676,0.123691
10,6,21.933630,-0.024738
10,6,23.952819,-0.074215
10,6,25.773521,0.000000
10,6,27.897379,0.123691
10,6,29.736398,0.148430
10,6,31.700617,-0.074215
10,6,33.804603,0.024738
10,6,35.776738,0.148430
10,6,37.910785,0.049477
10,6,39.774440,0.049477
10,6,41.909102,0.074215
10,6,43.922506,0.074215
10,6,45.898041,0.024738
10,6,47.915482,0.049477
10,6,49.900989,0.123691
10,6,51.858776,0.049477
10,6,53.899085,0.000000
10,6,55.893173,0.049477
10,6,57.944999,0.000000
10,6,59.659378,0.024738
10,6,61.935876,0.074215
10,6,63.909767,0.074215
10,6,65.676487,0.074215
10,6,67.910169,0.074215
10,6,69.818793,0.049477
10,7,2.063737,0.074215
10,7,4.079915,0.049477
10,7,6.073210,0.049477
10,7,8.054718,0.049477
10,7,10.147264,0.049477
10,7,12.127343,0.074215
10,7,14.117052,0.000000
10,7,16.103170,0.000000
10,7,18.258264,-0.272121
10,7,20.125109,0.074215
10,7,22.071595,-0.074215
10,7,24.130102,0.024738
10,7,26.321934,0.049477
10,7,28.098452,0.024738
10,7,29.945017,0.074215
10,7,32.031690,0.074215
10,7,34.219627,0.074215
10,7,36.250403,0.000000
10,7,38.169931,0.049477
10,7,40.191303,0.049477
10,7,42.257609,0.000000
10,7,44.210456,0.049477
10,7,46.143894,0.024738
10,7,48.134661,0.000000
10,7,50.026098,0.074215
10,7,52.020700,0.024738
10,7,54.119120,0.024738
10,7,56.106680,0.074215
10,7,58.151129,0.123691
10,7,60.167748,0.049477
10,7,62.205252,0.074215
10,7,64.209687,0.049477
10,7,66.207364,0.074215
10,7,68.114524,0.024738
10,7,70.062948,0.024738
10,8,0.128281,0.123691
10,8,2.253733,0.123691
10,8,4.175512,0.000000
10,8,6.154532,0.123691
10,8,8.292515,0.049477
10,8,10.161835,0.049477
10,8,12.522003,0.024738
10,8,14.218668,0.148430
10,8,16.051364,-0.024738
10,8,18.104816,0.000000
10,8,20.102351,0.074215
10,8,22.183548,0.123691
10,8,24.287829,0.049477
10,8,26.174091,0.074215
10,8,28.264227,0.074215
10,8,30.062902,0.049477
10,8,32.293126,0.074215
10,8,34.314465,0.024738
10,8,36.344257,0.024738
10,8,38.086381,0.024738
10,8,40.082162,0.049477
10,8,42.205218,-0.024738
10,8,44.075886,0.000000
10,8,46.095876,0.049477
10,8,48.282518,0.049477
10,8,50.077543,0.123691
10,8,52.278806,0.024738
10,8,54.047297,0.049477
10,8,56.271135,0.074215
10,8,58.224079,0.049477
10,8,60.278192,0.123691
10,8,62.251895,0.074215
10,8,64.137661,0.074215
10,8,66.135959,0.074215
10,8,68.213560,0.049477
10,8,70.202642,0.074215
10,9,0.183155,0.074215
10,9,2.351144,0.074215
10,9,4.228255,0.000000
10,9,6.323519,0.049477
10,9,8.346412,0.049477
10,9,10.520446,0.049477
10,9,12.459680,0.049477
10,9,14.419943,-0.024738
10,9,16.221028,-0.272121
10,9,18.434271,-0.272121
10,9,20.182382,0.173168
10,9,22.151094,0.000000
10,9,24.181649,-0.074215
10,9,26.138377,0.000000
10,9,28.133613,0.000000
10,9,30.162475,0.049477
10,9,32.165973,0.049477
10,9,34.225613,0.049477
10,9,36.140522,0.024738
10,9,38.121975,0.024738
10,9,40.166736,0.024738
10,9,42.142514,0.074215
10,9,44.149906,0.049477
10,9,46.158056,0.049477
10,9,48.139833,0.024738
10,9,50.291058,0.123691
10,9,52.091482,0.123691
10,9,54.051454,0.148430
10,9,56.038300,0.024738
10,9,58.047802,0.049477
10,9,60.305802,0.024738
10,9,62.121371,0.049477
10,9,64.265757,0.049477
10,9,66.276523,0.049477
10,9,68.321043,0.024738
10,9,70.275490,0.024738
10,10,0.234660,0.074215
10,10,2.383318,0.074215
10,10,4.438005,0.074215
10,10,6.386169,0.000000
10,10,8.437112,-0.049477
10,10,10.435979,0.074215
10,10,12.712174,0.000000
10,10,14.372472,-0.049477
10,10,16.301418,-0.371074
10,10,18.219424,-0.371074
10,10,20.190126,0.074215
10,10,22.415763,-0.074215
10,10,24.337282,0.000000
10,10,26.438605,0.024738
10,10,28.521119,0.049477
10,10,30.385856,0.024738
10,10,32.736856,0.024738
10,10,34.388956,0.024738
10,10,36.202244,0.049477
10,10,38.338352,0.024738
10,10,40.430464,0.049477
10,10,42.295756,0.074215
10,10,44.298447,-0.123691
10,10,46.404273,0.024738
10,10,48.379183,0.074215
10,10,50.411341,0.000000
10,10,52.296573,0.074215
10,10,54.536299,0.049477
10,10,56.543929,0.074215
10,10,58.509376,0.074215
10,10,60.458241,0.074215
10,10,62.525041,0.074215
10,10,64.450236,0.049477
10,10,66.365113,0.074215
10,10,68.367447,0.024738
10,10,70.274232,0.074215
10,11,0.349230,0.074215
10,11,2.471223,0.074215
10,11,4.563027,0.049477
10,11,6.595624,-0.024738
10,11,8.584271,0.024738
10,11,10.579765,0.123691
10,11,12.584955,0.123691
10,11,14.517268,0.049477
10,11,16.585547,0.074215
10,11,18.597788,0.000000
10,11,20.348580,0.049477
10,11,22.571582,0.123691
10,11,24.408840,0.074215
10,11,26.545197,0.049477
10,11,28.438017,0.074215
10,11,30.818351,0.148430
10,11,32.537373,0.000000
10,11,34.380402,0.049477
10,11,36.402744,0.000000
10,11,38.537148,0.049477
10,11,40.513425,0.123691
10,11,42.547815,0.049477
10,11,44.595141,0.049477
10,11,46.578422,0.049477
10,11,48.561235,0.074215
10,11,50.502406,0.074215
10,11,52.578865,0.049477
10,11,54.531792,0.123691
10,11,56.541042,0.123691
10,11,58.515410,0.049477
10,11,60.541060,0.123691
10,11,62.541209,0.049477
10,11,64.570200,0.049477
10,11,66.421227,0.049477
10,11,68.628297,0.074215
10,11,70.304869,0.123691
10,12,0.276654,0.074215
10,12,2.489606,0.049477
10,12,4.509908,0.074215
10,12,6.714438,0.000000
10,12,8.782312,-0.024738
10,12,10.591755,0.222645
10,12,12.701107,0.222645
10,12,14.492194,-0.074215
10,12,16.426060,0.148430
10,12,18.334041,0.024738
10,12,20.330393,0.049477
10,12,22.387499,0.074215
10,12,24.411986,0.074215
10,12,26.327028,0.074215
10,12,28.326529,0.123691
10,12,30.274902,0.074215
10,12,32.529669,0.024738
10,12,34.546175,0.024738
10,12,36.449456,0.000000
10,12,38.404998,0.049477
10,12,40.405338,0.024738
10,12,42.412193,0.123691
10,12,44.371000,0.074215
10,12,46.346865,-0.024738
10,12,48.619052,0.049477
10,12,50.364572,0.024738
10,12,52.545481,0.049477
10,12,54.412929,0.049477
10,12,56.443117,0.000000
10,12,58.300893,0.024738
10,12,60.536724,0.049477
10,12,62.335640,0.173168
10,12,64.541775,0.123691
10,12,66.539199,0.049477
10,12,68.573081,0.123691
10,12,70.585485,0.123691
10,13,0.633119,0.074215
10,13,2.557207,0.148430
10,13,4.674208,0.049477
10,13,6.726173,0.049477
10,13,8.922675,0.049477
10,13,10.913322,0.000000
10,13,12.956873,-0.049477
10,13,14.941451,0.148430
10,13,16.902102,0.000000
10,13,18.883029,0.000000
10,13,20.684952,0.123691
10,13,22.685586,0.123691
10,13,24.841025,-0.024738
10,13,27.252585,0.049477
10,13,28.883816,0.049477
10,13,30.629446,0.024738
10,13,32.421674,0.049477
10,13,34.463124,0.049477
10,13,36.481105,0.000000
10,13,38.935293,0.074215
10,13,40.910250,0.123691
10,13,42.682141,0.000000
10,13,44.730021,0.123691
10,13,46.962984,0.123691
10,13,48.948417,0.049477
10,13,50.763032,0.049477
10,13,52.985490,0.123691
10,13,54.787707,0.049477
10,13,56.693763,0.123691
10,13,58.899503,0.049477
10,13,60.958201,0.074215
10,13,62.965899,0.024738
10,13,64.983236,0.074215
10,13,66.898001,0.074215
10,13,68.896700,0.074215
10,13,70.895571,0.049477
10,14,1.215137,0.148430
10,14,2.982888,0.074215
10,14,4.890063,0.024738
10,14,7.028075,0.000000
10,14,9.122369,0.074215
10,14,11.291069,-0.024738
10,14,13.316673,-0.024738
10,14,15.286729,-0.049477
10,14,17.252029,0.074215
10,14,18.981040,-0.148430
10,14,21.241503,0.000000
10,14,23.089332,0.123691
10,14,25.193288,0.123691
10,14,27.078149,-0.049477
10,14,29.296818,-0.024738
10,14,31.101086,0.074215
10,14,33.246822,0.049477
10,14,35.074006,0.049477
10,14,37.061700,0.049477
10,14,38.936743,0.049477
10,14,41.259201,0.049477
10,14,43.104572,0.074215
10,14,45.265217,0.074215
10,14,47.241341,0.024738
10,14,49.022941,0.000000
10,14,51.247237,0.049477
10,14,53.252511,0.123691
10,14,55.245776,0.074215
10,14,57.237385,0.074215
10,14,59.203853,0.024738
10,14,61.022883,0.074215
10,14,63.217028,-0.024738
10,14,65.209450,0.123691
10,14,67.071268,0.173168
10,14,69.277753,0.148430
10,14,71.263007,0.148430
10,15,1.309264,0.000000
10,15,3.031439,0.000000
10,15,4.970665,-0.049477
10,15,7.038169,-0.049477
10,15,9.047121,-0.049477
10,15,11.261003,-0.049477
10,15,13.360470,-0.049477
10,15,15.364728,0.000000
10,15,17.086646,0.024738
10,15,19.331748,0.074215
10,15,21.304843,0.024738
10,15,23.246581,0.024738
10,15,25.109192,-0.024738
10,15,27.328269,0.074215
10,15,29.346039,0.000000
10,15,31.444628,0.049477
10,15,33.331071,0.049477
10,15,35.358741,0.049477
10,15,37.301873,0.049477
10,15,39.393853,0.049477
10,15,41.214584,0.074215
10,15,43.202287,0.049477
10,15,45.242110,0.024738
10,15,47.395556,0.000000
10,15,49.282969,0.000000
10,15,51.309148,0.024738
10,15,53.324804,0.123691
10,15,55.328084,0.123691
10,15,57.087379,0.074215
10,15,59.324505,0.049477
10,15,61.417738,0.049477
10,15,63.200512,0.049477
10,15,65.323804,0.123691
10,15,67.101307,0.148430
10,15,69.362573,0.074215
10,16,1.890064,0.123691
10,16,4.004434,0.074215
10,16,6.001815,0.049477
10,16,7.485607,0.074215
10,16,9.361911,0.074215
10,16,11.360103,0.000000
10,16,13.637637,0.074215
10,16,15.607982,-0.321598
10,16,17.447271,0.148430
10,16,19.689909,0.148430
10,16,21.681286,0.148430
10,16,23.475826,0.049477
10,16,25.709472,0.049477
10,16,27.725284,0.074215
10,16,29.654597,0.024738
10,16,31.462166,0.074215
10,16,33.447484,0.074215
10,16,35.630213,0.074215
10,16,37.634161,0.000000
10,16,39.454562,0.074215
10,16,41.445889,0.024738
10,16,43.391282,0.123691
10,16,45.399341,0.074215
10,16,47.437911,0.049477
10,16,49.731333,0.074215
10,16,51.616434,0.074215
10,16,53.573047,0.074215
10,16,55.562597,0.074215
10,16,57.712544,0.049477
10,16,59.479189,0.049477
10,16,61.470964,0.024738
10,16,63.634163,0.123691
10,16,65.677466,0.123691
10,16,67.407882,0.049477
10,16,69.475506,0.123691
10,17,1.754955,0.074215
10,17,3.776505,0.074215
10,17,6.073331,0.074215
10,17,8.138435,0.049477
10,17,9.592468,0.049477
10,17,11.539455,0.049477
10,17,13.653046,0.074215
10,17,15.628545,-0.247383
10,17,17.644474,0.148430
10,17,20.021881,0.148430
10,17,21.911379,0.049477
10,17,23.894265,0.024738
10,17,25.711371,0.049477
10,17,27.936861,0.000000
10,17,29.697459,0.049477
10,17,31.677604,0.123691
10,17,33.908575,0.049477
10,17,35.693002,0.123691
10,17,37.884613,0.123691
10,17,39.912114,0.074215
10,17,41.914293,0.148430
10,17,43.898584,0.148430
10,17,45.900941,0.123691
10,17,47.682230,0.049477
10,17,49.603507,0.049477
10,17,51.669761,0.049477
10,17,53.833600,0.049477
10,17,55.809667,0.024738
10,17,57.839614,0.024738
10,17,59.869677,0.024738
10,17,61.837887,0.049477
10,17,63.634810,0.049477
10,17,65.623003,0.024738
10,17,67.638059,0.024738
10,17,69.663299,0.024738
10,18,0.142716,0.123691
10,18,2.159037,0.123691
10,18,4.139914,0.024738
10,18,6.184025,0.123691
10,18,8.155937,0.123691
10,18,10.205526,0.049477
10,18,12.360365,0.074215
10,18,14.244502,0.000000
10,18,16.219395,0.074215
10,18,18.083619,0.123691
10,18,20.169615,0.123691
10,18,22.123847,0.000000
10,18,24.233456,0.074215
10,18,26.330239,0.049477
10,18,28.199738,0.049477
10,18,30.111003,0.049477
10,18,32.337122,0.049477
10,18,34.146520,0.049477
10,18,36.135640,0.123691
10,18,38.099222,0.000000
10,18,40.348459,0.024738
10,18,42.110633,0.049477
10,18,44.080757,0.074215
10,18,46.070926,0.049477
10,18,48.283439,0.049477
10,18,50.059697,0.049477
10,18,52.187908,0.024738
10,18,54.133657,0.074215
10,18,56.152190,0.049477
10,18,58.137308,0.123691
10,18,60.152060,0.123691
10,18,62.011541,0.074215
