interval_ms
1.64303
2.29633
1.91432
1.67434
2.27282
1.91429
1.68877
1.99717
2.26847
2.19213
1.88859
2.02447
1.93966
2.07728
2.09597
1.97984
2.06673
2.03656
2.06875
2.12886
2.27911
2.05179
1.94859
1.98574
1.99259
1.96957
2.24239
1.7981
1.99574
1.99211
2.01893
2.0213
2.14027
1.81962
1.9736
1.99474
1.98714
2.01501
1.99819
1.93923
1.99424
2.10794
1.88041
2.03829
1.82198
2.18321
1.59245
2.43025
1.95461
2.00142
1.94382
2.19195
1.7968
1.9668
2.05165
1.76532
2.3239
1.78719
2.07419
2.14549
1.97995
1.98501
1.99162
1.91952
2.06795
1.93012
2.16623
1.9755
2.00987
1.98259
1.84975
2.14514
2.02902
1.91468
2.04178
1.82923
2.26521
1.96704
1.80784
2.05488
1.90949
2.25305
1.98154
1.95074
1.9171
2.06663
1.8142
1.91614
2.06584
2.01951
1.99836
2.01008
2.00686
2.04636
2.07029
1.86455
2.2527
1.83518
1.99623
1.99734
2.02927
2.21736
2.07309
1.79112
1.98436
1.90381
2.08066
1.89588
2.16686
2.02003
1.80741
2.19105
1.78811
2.04729
1.98486
1.94261
2.12457
2.07253
1.86678
2.01684
2.19749
2.00738
1.90082
1.57013
2.4808
1.87545
2.17858
1.81861
1.94263
2.10354
2.0424
1.22905
2.66283
2.16033
1.98403
1.83861
2.03928
1.81859
2.26957
1.68588
2.29273
1.83882
2.14529
1.89957
2.17149
1.82358
2.19196
1.81174
2.13247
1.97257
2.02743
1.94999
2.07649
1.81171
2.16383
1.82897
2.08071
2.17065
1.76241
2.21817
1.93053
1.95255
1.89669
2.03619
2.0953
2.00197
2.02747
2.04829
1.99348
1.99667
1.83154
2.0512
2.06947
2.00975
1.97805
2.02083
1.98787
2.00977
2.00185
2.00247
1.88737
2.13239
2.04796
1.81194
1.88115
1.97171
2.10366
1.95042
2.06842
2.13124
1.90251
2.10869
2.05382
1.86847
1.93795
2.02324
1.99949
1.94722
2.19533
2.00667
1.7878
2.12969
1.89339
2.00648
2.10444
2.00756
1.99983
1.98229
1.91951
2.14451
1.91642
2.10774
2.00916
1.96583
1.99166
2.01357
1.96858
2.01852
1.98883
1.87679
2.12727
1.95201
2.06575
1.85156
2.21221
2.02504
1.95417
1.78325
2.16189
1.83216
1.76601
2.45587
1.91184
1.86787
1.87635
2.13056
2.01406
1.96967
2.20238
2.01506
1.82399
2.02787
2.09382
1.87527
1.89843
1.94886
1.86353
2.12807
1.68709
1.91123
2.06349
2.09877
1.96779
1.9201
1.80436
2.21591
1.98423
1.96397
2.02402
1.95499
2.02166
2.14382
1.90439
2.04507
2.19871
2.03961
2.06689
1.74499
1.88413
2.13207
2.0603
2.15317
1.98495
1.97516
2.07378
1.96292
2.01515
1.82274
2.08199
2.00256
1.66116
2.19852
1.95512
2.02707
1.94601
2.24963
1.81293
2.07126
2.13595
1.86309
2.12825
1.84891
1.89988
2.00247
2.01964
1.92481
2.09885
1.92935
2.25039
1.80412
2.21218
2.03408
1.77597
2.15556
1.93473
1.8399
2.22105
1.7432
1.90098
1.93716
2.40066
1.89691
2.06563
2.02093
2.00975
2.07838
1.99062
1.822
1.90463
2.28642
2.00407
2.01113
1.97568
2.00112
1.98585
2.00963
1.8385
2.16772
1.99595
1.96446
1.95715
2.03246
1.97148
2.00813
1.59979
2.31952
2.13044
1.79264
1.87326
2.20609
1.99718
2.14366
1.95405
1.77014
2.08857
1.98956
2.02858
1.87943
2.07754
1.9074
1.99349
2.12769
1.99204
2.20952
1.82357
2.00597
2.19234
1.94024
1.82133
2.07874
1.9148
2.01303
1.9195
2.25228
1.74385
2.05029
2.05697
1.98408
1.98915
2.01697
2.05446
1.95522
2.20011
1.72922
2.23804
1.87201
2.03787
1.91274
2.06364
1.93184
2.00891
1.96991
1.95911
2.01859
2.00154
2.18811
2.04283
1.80928
1.9065
2.23798
1.7925
1.88011
2.28607
1.7417
2.26748
1.81717
2.11601
1.9599
2.09738
1.91923
1.94338
1.92409
2.23205
1.79444
2.22263
1.92393
1.93636
2.11956
1.85825
2.01338
1.90053
2.31245
1.77483
2.02853
1.94936
2.08382
2.10817
1.71933
2.0667
1.93277
2.25469
1.87393
1.98218
2.03515
