t_sys,force_FR,force_est_FR,force_FL,force_est_FL,force_RR,force_est_RR,force_RL,force_est_RL
3920.922921,140,0,138,0,160,0,153,0
3920.924934,140,0,138,0,160,0,153,0
3920.926597,140,0,138,0,160,0,153,0
3920.928963,140,0,138,0,160,0,153,0
3920.930737,140,0,138,0,160,0,153,0
3920.932939,140,0,138,0,160,0,153,0
3920.934674,140,0,138,0,160,0,153,0
3920.937063,140,0,138,0,160,0,153,0
3920.939054,140,0,138,0,160,0,153,0
3920.940931,140,0,138,0,160,0,153,0
3920.942956,140,0,138,0,160,0,153,0
3920.945121,140,0,138,0,160,0,153,0
3920.947024,140,0,138,0,160,0,153,0
3920.948960,140,0,138,0,160,0,153,0
3920.950960,140,0,138,0,160,0,153,0
3920.952947,140,0,138,0,160,0,153,0
3920.954877,140,0,138,0,160,0,153,0
3920.956957,140,0,138,0,160,0,153,0
3920.959029,140,0,138,0,160,0,153,0
3920.961037,140,0,138,0,160,0,153,0
3920.963054,140,0,138,0,160,0,153,0
3920.965029,140,0,138,0,160,0,153,0
3920.967022,140,0,138,0,160,0,153,0
3920.969001,140,0,138,0,160,0,153,0
3920.971268,140,0,138,0,160,0,153,0
3920.973011,140,0,138,0,160,0,153,0
3920.974904,140,0,138,0,160,0,153,0
3920.977031,140,0,138,0,160,0,153,0
3920.978942,140,0,138,0,160,0,153,0
3920.980953,140,0,138,0,160,0,153,0
3920.982972,140,0,138,0,160,0,153,0
3920.984936,140,0,138,0,160,0,153,0
3920.986968,140,0,138,0,160,0,153,0
3920.988967,140,0,138,0,160,0,153,0
3920.990998,140,0,138,0,160,0,153,0
3920.992875,140,0,138,0,160,0,153,0
3920.994890,140,0,138,0,160,0,153,0
3920.996923,140,0,138,0,160,0,153,0
3920.998883,140,0,138,0,160,0,153,0
3921.000752,140,0,138,0,160,0,153,0
3921.002880,140,0,138,0,160,0,153,0
3921.004816,140,0,138,0,160,0,153,0
3921.006971,140,0,138,0,160,0,153,0
3921.008789,140,0,138,0,160,0,153,0
3921.010999,140,0,138,0,160,0,153,0
3921.012786,140,0,138,0,160,0,153,0
3921.015011,140,0,138,0,160,0,153,0
3921.016871,140,0,138,0,160,0,153,0
3921.019031,140,0,138,0,160,0,153,0
3921.021028,140,0,138,0,160,0,153,0
3921.023061,140,0,138,0,160,0,153,0
3921.025067,140,0,138,0,160,0,153,0
3921.027038,140,0,138,0,160,0,153,0
3921.029009,140,0,138,0,160,0,153,0
3921.031024,140,0,138,0,160,0,153,0
3921.032974,140,0,138,0,160,0,153,0
3921.034846,140,0,138,0,160,0,153,0
3921.036648,140,0,138,0,160,0,153,0
3921.039055,140,0,138,0,160,0,153,0
3921.041016,140,0,138,0,160,0,153,0
3921.043059,140,0,138,0,160,0,153,0
3921.045024,140,0,138,0,160,0,153,0
3921.046808,140,0,138,0,160,0,153,0
3921.048788,140,0,138,0,160,0,153,0
3921.050900,140,0,138,0,160,0,153,0
3921.053070,140,0,138,0,160,0,153,0
3921.055011,140,0,138,0,160,0,153,0
3921.057013,140,0,138,0,160,0,153,0
3921.059004,140,0,138,0,160,0,153,0
3921.061034,140,0,138,0,160,0,153,0
3921.063050,140,0,138,0,160,0,153,0
3921.065060,140,0,138,0,160,0,153,0
3921.067050,140,0,138,0,160,0,153,0
3921.068946,140,0,138,0,160,0,153,0
3921.070952,140,0,138,0,160,0,153,0
3921.072915,140,0,138,0,160,0,153,0
3921.074975,140,0,138,0,160,0,153,0
3921.076936,140,0,138,0,160,0,153,0
3921.078962,140,0,138,0,160,0,153,0
3921.080961,140,0,138,0,160,0,153,0
3921.082973,140,0,138,0,160,0,153,0
3921.084691,140,0,138,0,160,0,153,0
3921.086981,140,0,138,0,160,0,153,0
3921.088931,140,0,138,0,160,0,153,0
3921.090859,140,0,138,0,160,0,153,0
3921.092934,140,0,138,0,160,0,153,0
3921.094940,140,0,138,0,160,0,153,0
3921.096965,140,0,138,0,160,0,153,0
3921.099032,140,0,138,0,160,0,153,0
3921.100971,140,0,138,0,160,0,153,0
3921.102980,140,0,138,0,160,0,153,0
3921.104854,140,0,138,0,160,0,153,0
3921.106915,140,0,138,0,160,0,153,0
3921.108829,140,0,138,0,160,0,153,0
3921.111059,140,0,138,0,160,0,153,0
3921.112805,140,0,138,0,160,0,153,0
3921.114821,140,0,138,0,160,0,153,0
3921.116821,140,0,138,0,160,0,153,0
3921.118824,140,0,138,0,160,0,153,0
3921.121001,140,0,138,0,160,0,153,0
3921.123050,140,0,138,0,160,0,153,0
3921.125056,140,0,138,0,160,0,153,0
3921.126959,140,0,138,0,160,0,153,0
3921.129186,140,0,138,0,160,0,153,0
3921.130972,140,0,138,0,160,0,153,0
3921.132830,140,0,138,0,160,0,153,0
3921.134848,140,0,138,0,160,0,153,0
3921.136972,140,0,138,0,160,0,153,0
3921.138951,140,0,138,0,160,0,153,0
3921.140959,140,0,138,0,160,0,153,0
3921.143000,140,0,138,0,160,0,153,0
3921.144998,140,0,138,0,160,0,153,0
3921.147003,140,0,138,0,160,0,153,0
3921.149016,140,0,138,0,160,0,153,0
3921.151016,140,0,138,0,160,0,153,0
3921.153030,140,0,138,0,160,0,153,0
3921.155050,140,0,138,0,160,0,153,0
3921.157023,140,0,138,0,160,0,153,0
3921.159038,140,0,138,0,160,0,153,0
3921.161030,140,0,138,0,160,0,153,0
3921.163022,140,0,138,0,160,0,153,0
3921.164997,140,0,138,0,160,0,153,0
3921.166990,140,0,138,0,160,0,153,0
3921.168927,140,0,138,0,160,0,153,0
3921.170964,140,0,138,0,160,0,153,0
3921.172649,140,0,138,0,160,0,153,0
3921.175078,140,0,138,0,160,0,153,0
3921.176955,140,0,138,0,160,0,153,0
3921.179043,140,0,138,0,160,0,153,0
3921.180875,140,0,138,0,160,0,153,0
3921.182825,140,0,138,0,160,0,153,0
3921.185005,140,0,138,0,160,0,153,0
3921.186804,140,0,138,0,160,0,153,0
3921.188953,140,0,138,0,160,0,153,0
3921.191012,140,0,138,0,160,0,153,0
3921.192879,140,0,138,0,160,0,153,0
3921.194989,140,0,138,0,160,0,153,0
3921.196976,140,0,138,0,160,0,153,0
3921.198974,140,0,138,0,160,0,153,0
3921.200762,140,0,138,0,160,0,153,0
3921.203052,140,0,138,0,160,0,153,0
3921.205027,140,0,138,0,160,0,153,0
3921.206998,140,0,138,0,160,0,153,0
3921.209011,140,0,138,0,160,0,153,0
3921.210797,140,0,138,0,160,0,153,0
3921.212930,140,0,138,0,160,0,153,0
3921.215055,140,0,138,0,160,0,153,0
3921.217016,140,0,138,0,160,0,153,0
3921.219017,140,0,138,0,160,0,153,0
3921.220841,140,0,138,0,160,0,153,0
3921.223030,140,0,138,0,160,0,153,0
3921.225030,140,0,138,0,160,0,153,0
3921.227028,140,0,138,0,160,0,153,0
3921.229028,140,0,138,0,160,0,153,0
3921.230962,140,0,138,0,160,0,153,0
3921.232950,140,0,138,0,160,0,153,0
3921.234950,140,0,138,0,160,0,153,0
3921.236964,140,0,138,0,160,0,153,0
3921.238970,140,0,138,0,160,0,153,0
3921.240943,140,0,138,0,160,0,153,0
3921.243088,140,0,138,0,160,0,153,0
3921.245054,140,0,138,0,160,0,153,0
3921.247077,140,0,138,0,160,0,153,0
3921.248966,140,0,138,0,160,0,153,0
3921.251051,140,0,138,0,160,0,153,0
3921.252866,140,0,138,0,160,0,153,0
3921.254783,140,0,138,0,160,0,153,0
3921.257016,140,0,138,0,160,0,153,0
3921.258987,140,0,138,0,160,0,153,0
3921.261004,140,0,138,0,160,0,153,0
3921.263056,140,0,138,0,160,0,153,0
3921.265081,140,0,138,0,160,0,153,0
3921.266970,140,0,138,0,160,0,153,0
3921.269069,140,0,138,0,160,0,153,0
3921.271050,140,0,138,0,160,0,153,0
3921.273017,140,0,138,0,160,0,153,0
3921.275015,140,0,138,0,160,0,153,0
3921.277032,140,0,138,0,160,0,153,0
3921.279024,140,0,138,0,160,0,153,0
3921.281038,140,0,138,0,160,0,153,0
3921.283040,140,0,138,0,160,0,153,0
