t_sys,force_FR,force_est_FR,force_FL,force_est_FL,force_RR,force_est_RR,force_RL,force_est_RL
4466.469647,114,0,122,0,140,0,137,0
4466.471626,114,0,122,0,140,0,137,0
4466.473886,114,0,122,0,140,0,137,0
4466.475859,114,0,122,0,140,0,137,0
4466.477850,114,0,122,0,140,0,137,0
4466.479861,114,0,122,0,140,0,137,0
4466.481841,114,0,122,0,140,0,137,0
4466.483887,114,0,122,0,140,0,137,0
4466.485822,114,0,122,0,140,0,137,0
4466.487810,114,0,122,0,140,0,137,0
4466.489842,114,0,122,0,140,0,137,0
4466.491850,114,0,122,0,140,0,137,0
4466.493836,114,0,122,0,140,0,137,0
4466.495871,114,0,122,0,140,0,137,0
4466.497892,114,0,122,0,140,0,137,0
4466.499864,114,0,122,0,140,0,137,0
4466.501913,114,0,122,0,140,0,137,0
4466.503877,114,0,122,0,140,0,137,0
4466.505977,114,0,122,0,140,0,137,0
4466.507642,114,0,122,0,140,0,137,0
4466.509979,114,0,122,0,140,0,137,0
4466.511853,114,0,122,0,140,0,137,0
4466.513970,114,0,122,0,140,0,137,0
4466.515989,114,0,122,0,140,0,137,0
4466.517964,114,0,122,0,140,0,137,0
4466.519976,114,0,122,0,140,0,137,0
4466.521869,114,0,122,0,140,0,137,0
4466.523972,114,0,122,0,140,0,137,0
4466.525911,114,0,122,0,140,0,137,0
4466.527985,114,0,122,0,140,0,137,0
4466.529976,114,0,122,0,140,0,137,0
4466.531986,114,0,122,0,140,0,137,0
4466.533667,114,0,122,0,140,0,137,0
4466.536001,114,0,122,0,140,0,137,0
4466.537982,114,0,122,0,140,0,137,0
4466.539935,114,0,122,0,140,0,137,0
4466.541958,114,0,122,0,140,0,137,0
4466.543859,114,0,122,0,140,0,137,0
4466.545920,114,0,122,0,140,0,137,0
4466.547913,114,0,122,0,140,0,137,0
4466.549898,114,0,122,0,140,0,137,0
4466.551885,114,0,122,0,140,0,137,0
4466.553929,114,0,122,0,140,0,137,0
4466.555879,114,0,122,0,140,0,137,0
4466.557852,114,0,122,0,140,0,137,0
4466.559777,114,0,122,0,140,0,137,0
4466.561761,114,0,122,0,140,0,137,0
4466.563717,114,0,122,0,140,0,137,0
4466.566005,114,0,122,0,140,0,137,0
4466.567888,114,0,122,0,140,0,137,0
4466.570061,114,0,122,0,140,0,137,0
4466.571883,114,0,122,0,140,0,137,0
4466.573818,114,0,122,0,140,0,137,0
4466.575910,114,0,122,0,140,0,137,0
4466.577962,114,0,122,0,140,0,137,0
4466.579943,114,0,122,0,140,0,137,0
4466.581693,114,0,122,0,140,0,137,0
4466.583962,114,0,122,0,140,0,137,0
4466.586057,114,0,122,0,140,0,137,0
4466.587937,114,0,122,0,140,0,137,0
4466.589601,114,0,122,0,140,0,137,0
4466.591774,114,0,122,0,140,0,137,0
4466.593855,114,0,122,0,140,0,137,0
4466.595922,114,0,122,0,140,0,137,0
4466.597904,114,0,122,0,140,0,137,0
4466.599716,114,0,122,0,140,0,137,0
4466.601911,114,0,122,0,141,0,137,0
4466.603896,114,0,122,0,141,0,138,0
4466.605957,114,0,122,0,141,0,138,0
4466.607984,114,0,122,0,140,0,138,0
4466.609783,114,0,122,0,140,0,138,0
4466.611779,114,0,122,0,140,0,137,0
