t_s,interval_ms,dropout
18.108699,1.869441,0
18.110987,2.288148,0
18.113052,2.065232,0
18.114666,1.613811,0
18.116794,2.128465,0
18.118814,2.019528,0
18.120924,2.110386,0
18.123082,2.157266,0
18.124797,1.715042,0
18.126756,1.959057,0
18.128960,2.203866,0
18.130952,1.992873,0
18.133200,2.247637,0
18.134748,1.547499,0
18.136860,2.112222,0
18.138708,1.848122,0
18.140810,2.101692,0
18.142854,2.044864,0
18.144789,1.934783,0
18.146721,1.931738,0
18.148920,2.198723,0
18.150718,1.798145,0
18.152739,2.021168,0
18.154701,1.962412,0
18.156690,1.988671,0
18.158770,2.080148,0
18.161161,2.390893,0
18.163112,1.950427,0
18.164940,1.828891,0
18.166760,1.819886,0
18.169344,2.583233,0
18.170862,1.518585,0
18.173034,2.171507,0
18.174822,1.788779,0
18.176778,1.955431,0
18.178820,2.042269,0
18.180818,1.997726,0
18.183025,2.207430,0
18.184785,1.760058,0
18.186881,2.095518,0
18.188957,2.076421,0
18.190727,1.770041,0
18.192933,2.205293,0
18.194719,1.786082,0
18.196674,1.955471,0
18.198617,1.942731,0
18.200792,2.174876,0
18.202842,2.050739,0
18.204843,2.000198,0
18.206768,1.925689,0
18.208905,2.136459,0
18.211020,2.115052,0
18.212927,1.907284,0
18.214832,1.904508,0
18.216792,1.960402,0
18.218947,2.155098,0
18.220819,1.871473,0
18.223026,2.207289,0
18.224712,1.686494,0
18.226764,2.051856,0
18.228765,2.000462,0
18.230906,2.140784,0
18.233000,2.094224,0
18.234667,1.666884,0
18.236755,2.088306,0
18.238840,2.084613,0
18.240773,1.933842,0
18.243121,2.347297,0
18.244822,1.701092,0
18.246776,1.954622,0
18.248933,2.156613,0
18.250904,1.970939,0
18.253312,2.407589,0
18.255141,1.828999,0
18.257013,1.872680,0
18.259173,2.159623,0
18.261302,2.128898,0
18.262760,1.458235,0
18.264688,1.927552,0
18.266702,2.014112,0
18.268700,1.998032,0
18.270681,1.980836,0
18.273127,2.446356,0
18.274979,1.851636,0
18.276809,1.830239,0
18.278891,2.082701,0
18.280762,1.870257,0
18.283026,2.264647,0
18.284799,1.772769,0
18.286851,2.052090,0
18.288845,1.993768,0
18.290825,1.979708,0
18.292871,2.046096,0
18.294848,1.977311,0
18.296752,1.903791,0
18.298762,2.010432,0
18.300761,1.998298,0
18.303027,2.266231,0
18.304852,1.825029,0
18.306768,1.916510,0
18.309000,2.231730,0
18.311159,2.158964,0
18.313065,1.905531,0
18.314872,1.807433,0
18.316876,2.003604,0
18.318828,1.952318,0
18.320646,1.818244,0
18.323072,2.425414,0
18.324920,1.848029,0
18.326973,2.053434,0
18.329046,2.073186,0
18.330985,1.938624,0
18.332999,2.014483,0
18.334743,1.743600,0
18.336803,2.060326,0
18.338604,1.800317,0
18.340834,2.230524,0
18.343085,2.250652,0
18.345130,2.045176,0
18.346990,1.859767,0
18.349174,2.184575,0
18.350975,1.800574,0
18.352965,1.989883,0
18.355113,2.148611,0
18.356804,1.690276,0
18.359119,2.315196,0
18.361348,2.229350,0
18.363374,2.026150,0
18.365083,1.709086,0
18.366923,1.839514,0
18.369005,2.081570,0
18.371011,2.006616,0
18.373204,2.193044,0
18.374694,1.489381,0
18.377001,2.307657,0
18.379050,2.049013,0
18.381086,2.035769,0
18.383455,2.369287,0
18.385205,1.749254,0
18.386985,1.780842,0
18.389208,2.222963,0
18.390767,1.558750,0
18.393396,2.628715,0
18.395229,1.832720,0
18.397000,1.771053,0
18.398699,1.698905,0
18.400719,2.020008,0
18.402933,2.214489,0
18.404885,1.951532,0
18.406799,1.914244,0
18.408791,1.992269,0
18.411392,2.601301,0
18.413231,1.838909,0
18.415040,1.809054,0
18.416763,1.722432,0
18.419057,2.293794,0
18.420718,1.661038,0
18.423113,2.395390,0
18.425070,1.956691,0
18.427006,1.936845,0
18.429083,2.076900,0
18.431149,2.065823,0
18.432845,1.695358,0
18.434914,2.069749,0
18.436899,1.984957,0
18.439249,2.349765,0
18.441123,1.873618,0
18.443377,2.254032,0
18.445125,1.748783,0
18.447007,1.881538,0
18.449148,2.140822,0
18.450973,1.825235,0
18.452999,2.025586,0
18.455557,2.557917,0
18.457073,1.516501,0
18.459446,2.372766,0
18.461790,2.343713,0
18.463547,1.757204,0
18.464740,1.193463,0
18.466724,1.983971,0
18.468872,2.147787,0
18.470973,2.100597,0
18.472963,1.990450,0
18.475174,2.211398,0
18.476999,1.824957,0
18.479058,2.059071,0
18.480991,1.932080,0
18.483049,2.058761,0
18.484814,1.764219,0
18.486792,1.978660,0
18.488876,2.083583,0
18.490699,1.822900,0
18.492863,2.164025,0
18.495012,2.149509,0
18.496788,1.775631,0
18.499045,2.256819,0
18.500877,1.832518,0
18.503199,2.321949,0
18.504811,1.611708,0
18.506844,2.032997,0
18.508755,1.911112,0
18.510814,2.059193,0
18.512818,2.003456,0
18.514718,1.900647,0
18.516680,1.962173,0
18.518588,1.907410,0
18.520666,2.078345,0
18.522738,2.071904,0
18.524880,2.141462,0
18.526707,1.827883,0
18.528857,2.149254,0
18.530772,1.914998,0
18.533344,2.572084,0
18.534789,1.445244,0
18.536790,2.000798,0
18.538811,2.020719,0
18.540779,1.968114,0
18.542948,2.168961,0
18.545161,2.213247,0
18.546675,1.514137,0
18.549065,2.389738,0
18.550821,1.756591,0
18.552748,1.927048,0
18.554930,2.181295,0
18.556769,1.839865,0
18.558697,1.927788,0
18.560981,2.283884,0
18.562886,1.905025,0
18.564817,1.931107,0
18.566700,1.882441,0
18.568688,1.988521,0
18.570729,2.040454,0
18.572892,2.163264,0
18.574791,1.898795,0
18.576983,2.192370,0
18.578971,1.987504,0
18.580941,1.970292,0
18.583434,2.492749,0
18.584897,1.463796,0
18.586762,1.864712,0
18.588929,2.167242,0
18.590759,1.829698,0
18.592998,2.238979,0
18.594758,1.759580,0
18.596711,1.953535,0
18.599036,2.325015,0
18.600699,1.662596,0
18.602638,1.939629,0
18.605020,2.381724,0
18.606822,1.801779,0
18.608865,2.043456,0
18.611105,2.239150,0
18.613137,2.032524,0
18.614688,1.550680,0
18.616814,2.126659,0
18.618730,1.915630,0
18.620619,1.889250,0
18.623186,2.566519,0
18.624858,1.671772,0
18.626793,1.935546,0
18.628980,2.186911,0
18.630868,1.887548,0
18.633325,2.457362,0
18.635025,1.700327,0
18.636829,1.803712,0
18.638651,1.822465,0
18.641000,2.348111,0
18.643108,2.108898,0
18.644757,1.648308,0
18.646833,2.076322,0
18.649230,2.397355,0
18.651073,1.842317,0
18.653184,2.110853,0
18.654840,1.656456,0
18.656617,1.777183,0
18.659033,2.415371,0
18.660837,1.804013,0
18.663022,2.185612,0
18.664720,1.698117,0
18.666863,2.142111,0
18.668927,2.064268,0
18.670986,2.059613,0
18.673103,2.116592,0
18.674650,1.547403,0
18.676729,2.078912,0
18.678790,2.060717,0
18.680780,1.989777,0
18.683231,2.451505,0
18.684933,1.701724,0
18.686820,1.886867,0
18.689042,2.221618,0
18.691009,1.967087,0
18.693074,2.065882,0
18.694952,1.877746,0
18.697090,2.138105,0
18.698906,1.815621,0
18.700863,1.957374,0
18.702917,2.053904,0
18.704904,1.986581,0
18.706776,1.872582,0
18.708949,2.172718,0
18.711059,2.109638,0
18.713134,2.075724,0
18.715103,1.968969,0
18.716834,1.730919,0
18.719097,2.262199,0
18.721069,1.972639,0
18.723191,2.121739,0
18.725058,1.866636,0
18.726834,1.776442,0
18.728681,1.847343,0
18.730800,2.118987,0
18.732973,2.172666,0
18.734815,1.842031,0
18.736737,1.921963,0
18.738761,2.023972,0
18.740692,1.930573,0
18.742729,2.037117,0
18.744681,1.952565,0
18.746580,1.898761,0
18.748713,2.133053,0
18.750924,2.211191,0
18.753071,2.147058,0
18.754755,1.683207,0
18.756753,1.998932,0
18.758781,2.027671,0
18.761031,2.249882,0
18.762718,1.687494,0
18.764757,2.038350,0
18.766733,1.976299,0
18.768764,2.030857,0
18.771269,2.504800,0
18.773518,2.249515,0
18.775290,1.772032,0
18.777023,1.732417,0
18.779048,2.024850,0
18.780954,1.906537,0
18.782858,1.904111,0
18.784932,2.073785,0
18.787023,2.091347,0
18.789252,2.228564,0
18.791071,1.818583,0
18.793202,2.131447,0
18.795034,1.831914,0
18.796915,1.881333,0
18.798853,1.938167,0
18.800958,2.104787,0
18.803209,2.251322,0
18.805259,2.049995,0
18.806978,1.718172,0
18.808835,1.857794,0
18.811152,2.316365,0
18.813122,1.970135,0
18.815117,1.995187,0
18.817018,1.901020,0
18.819007,1.988891,0
18.820734,1.727429,0
18.823228,2.493545,0
18.825083,1.854813,0
18.826814,1.730762,0
18.828934,2.120541,0
18.830953,2.019094,0
18.833370,2.416887,0
18.835201,1.830571,0
18.836813,1.612308,0
18.838781,1.967530,0
18.841223,2.442454,0
18.843013,1.789835,0
18.845111,2.098577,0
18.847000,1.888751,0
18.849233,2.232952,0
18.851064,1.831110,0
18.853277,2.212401,0
18.854965,1.688236,0
18.856769,1.803696,0
18.859159,2.390673,0
18.861053,1.893579,0
18.863253,2.200147,0
18.864925,1.671860,0
18.866790,1.864953,0
18.868766,1.976047,0
18.871123,2.356809,0
18.872766,1.643539,0
18.874727,1.960919,0
18.876776,2.049408,0
18.878868,2.091764,0
18.880830,1.961916,0
18.883535,2.704432,0
18.885254,1.719048,0
18.887038,1.784802,0
18.889132,2.093812,0
18.890849,1.716953,0
18.893414,2.564849,0
18.895242,1.828427,0
18.897017,1.774156,0
18.899120,2.103492,0
18.901122,2.001660,0
18.903525,2.403015,0
18.905253,1.728069,0
18.907017,1.764579,0
18.909277,2.259270,0
18.911207,1.930589,0
18.913006,1.798652,0
18.915149,2.143265,0
18.916965,1.815560,0
18.919046,2.081019,0
18.921134,2.088510,0
18.923305,2.170937,0
18.924842,1.536621,0
18.927017,2.175368,0
18.928990,1.972690,0
18.931188,2.198421,0
18.933348,2.160064,0
18.935037,1.688481,0
18.936974,1.937053,0
18.938988,2.014085,0
18.940968,1.980122,0
18.943162,2.194097,0
18.944981,1.818437,0
18.947020,2.039063,0
18.948739,1.718983,0
18.951444,2.705301,0
18.953222,1.778087,0
18.954887,1.664848,0
18.957033,2.146243,0
18.958898,1.864963,0
18.960931,2.032362,0
18.963241,2.310609,0
18.965074,1.832419,0
18.966674,1.600056,0
18.969079,2.405465,0
18.971068,1.989018,0
18.973471,2.402629,0
18.975310,1.839515,0
18.977033,1.722765,0
18.979296,2.263272,0
18.981251,1.955034,0
18.982932,1.681106,0
18.984904,1.971398,0
18.986799,1.894871,0
18.988872,2.073108,0
18.990892,2.020472,0
18.993180,2.287968,0
18.995209,2.028831,0
18.997050,1.841286,0
18.999265,2.214987,0
19.000951,1.685156,0
19.003136,2.185218,0
19.005087,1.950949,0
19.006992,1.905582,0
19.008896,1.904204,0
19.010687,1.790876,0
19.012860,2.173138,0
19.015012,2.151425,0
19.017035,2.023501,0
19.018991,1.955368,0
19.021255,2.263776,0
19.023342,2.086974,0
19.025065,1.723927,0
19.026794,1.728928,0
19.029059,2.265005,0
19.031052,1.992959,0
19.033133,2.081103,0
19.034946,1.812236,0
19.036814,1.868608,0
19.039146,2.331819,0
19.041071,1.924464,0
19.043349,2.278139,0
19.045247,1.898441,0
19.047016,1.768902,0
19.048936,1.919954,0
19.051161,2.224658,0
19.053281,2.120723,0
19.054846,1.564466,0
19.057005,2.159443,0
19.059018,2.012582,0
19.061163,2.144972,0
19.063437,2.274528,0
19.065158,1.720563,0
19.067022,1.864036,0
19.068746,1.724059,0
19.071002,2.255823,0
19.073354,2.352103,0
19.074913,1.558720,0
19.076891,1.978121,0
19.079251,2.360191,0
19.081205,1.954443,0
19.083523,2.317391,0
19.085094,1.571612,0
19.087087,1.992673,0
19.089399,2.311935,0
19.091358,1.959052,0
19.093760,2.402018,0
19.095267,1.506800,0
19.097031,1.764170,0
19.099189,2.157768,0
19.101143,1.954474,0
19.103013,1.869558,0
19.104799,1.785814,0
19.106767,1.968053,0
19.108820,2.053274,0
19.110926,2.106157,0
19.112971,2.044966,0
19.115219,2.247591,0
19.116963,1.743918,0
19.118995,2.032072,0
19.121166,2.171193,0
19.123191,2.025031,0
19.125217,2.026341,0
19.126918,1.700326,0
19.129150,2.232297,0
19.131013,1.863173,0
19.133421,2.407915,0
19.135031,1.610031,0
19.136831,1.799593,0
19.138804,1.973732,0
19.140735,1.930417,0
19.142891,2.156565,0
19.144713,1.821897,0
19.146733,2.019355,0
19.149071,2.338116,0
19.151069,1.998477,0
19.153229,2.160272,0
19.154955,1.725966,0
19.156850,1.894230,0
19.158775,1.925629,0
19.161087,2.312194,0
19.163232,2.144920,0
19.164870,1.637599,0
19.166587,1.717175,0
19.168973,2.386179,0
19.171065,2.091720,0
19.173200,2.134906,0
19.174862,1.662395,0
19.176777,1.914754,0
19.178797,2.019789,0
19.180764,1.966588,0
19.183063,2.299624,0
19.184618,1.555109,0
19.186660,2.041547,0
19.188924,2.264442,0
19.190936,2.011955,0
19.193312,2.375793,0
19.195060,1.747656,0
19.196840,1.780726,0
19.198997,2.156781,0
19.201033,2.035423,0
19.202990,1.957768,0
19.204823,1.832858,0
19.206842,2.018777,0
19.208922,2.080042,0
19.210953,2.030959,0
19.213144,2.190638,0
19.214977,1.833589,0
19.216854,1.876310,0
19.219014,2.160391,0
19.220659,1.645192,0
19.223257,2.597753,0
19.225056,1.798962,0
19.226902,1.846676,0
19.229131,2.228902,0
19.231393,2.261146,0
19.233210,1.817781,0
19.235077,1.866560,0
19.236823,1.746199,0
19.238582,1.758434,0
19.240768,2.186796,0
19.242648,1.879541,0
19.244884,2.236430,0
19.246752,1.867258,0
19.249238,2.486272,0
19.250978,1.740539,0
19.253321,2.342442,0
19.255117,1.796700,0
19.256715,1.597741,0
19.258893,2.177988,0
19.260976,2.083016,0
19.262993,2.016297,0
19.264891,1.898330,0
19.266772,1.881227,0
19.269092,2.320044,0
19.271332,2.239611,0
19.273284,1.951778,0
19.274852,1.568100,0
19.276803,1.951793,0
19.278964,2.160573,0
19.281008,2.044260,0
19.283229,2.220441,0
19.284965,1.736519,0
19.286839,1.873975,0
19.288789,1.949581,0
19.290718,1.928861,0
19.292644,1.926090,0
19.294855,2.211577,0
19.296714,1.858882,0
19.299229,2.514540,0
19.300981,1.751977,0
19.303252,2.271382,0
19.305024,1.771681,0
19.306841,1.817721,0
19.308841,1.999958,0
19.311010,2.168109,0
19.313315,2.305032,0
19.314865,1.549949,0
19.316831,1.966612,0
19.319028,2.196506,0
19.320923,1.895274,0
19.323272,2.349469,0
19.324976,1.703767,0
19.326851,1.874586,0
19.328672,1.821519,0
19.330972,2.299384,0
19.332977,2.004932,0
19.334704,1.727895,0
19.336819,2.114376,0
19.338679,1.860559,0
19.340897,2.217665,0
19.343153,2.255847,0
19.344944,1.791217,0
19.346673,1.729120,0
19.348937,2.263577,0
19.350718,1.781015,0
19.353095,2.377279,0
19.354959,1.863572,0
19.356843,1.883989,0
19.358965,2.122045,0
19.360747,1.782746,0
19.362784,2.036099,0
19.364623,1.839395,0
19.366789,2.166234,0
19.369088,2.298700,0
19.370944,1.855610,0
19.373331,2.387909,0
19.375103,1.771742,0
19.376837,1.733667,0
19.379173,2.335999,0
19.381098,1.924703,0
19.382731,1.633192,0
19.384794,2.063515,0
19.386721,1.926482,0
19.388949,2.228207,0
19.391022,2.072720,0
19.393437,2.415181,0
19.395060,1.623175,0
19.396831,1.770678,0
19.398871,2.040266,0
19.400720,1.849531,0
19.403316,2.596009,0
19.404853,1.536420,0
19.406785,1.932504,0
19.409044,2.258425,0
19.411050,2.006420,0
19.413157,2.107197,0
19.415069,1.911980,0
19.416842,1.772424,0
19.418685,1.842746,0
19.421184,2.499851,0
19.423320,2.135266,0
19.425086,1.766543,0
19.426844,1.757577,0
19.428973,2.128940,0
19.430832,1.858825,0
19.433215,2.383414,0
19.435043,1.828289,0
19.436832,1.788462,0
19.438963,2.131452,0
19.441124,2.160628,0
19.443266,2.141959,0
19.444998,1.732589,0
19.446848,1.850019,0
19.449273,2.424441,0
19.451062,1.789158,0
19.453451,2.388539,0
19.454989,1.538909,0
19.456838,1.848961,0
19.459053,2.214270,0
19.461207,2.154666,0
19.463283,2.075682,0
19.465066,1.782586,0
19.466835,1.769346,0
19.469059,2.223792,0
19.471081,2.022059,0
19.473360,2.279006,0
19.475180,1.819747,0
19.476838,1.658538,0
19.478748,1.909798,0
19.481128,2.380306,0
19.482902,1.773411,0
19.484801,1.899168,0
19.486758,1.957111,0
19.488847,2.089517,0
19.490849,2.002014,0
19.493162,2.312099,0
19.494873,1.711715,0
19.496832,1.959244,0
19.498896,2.063613,0
19.500961,2.064459,0
19.502958,1.997603,0
19.504732,1.773340,0
19.506846,2.114862,0
19.508688,1.841179,0
19.511010,2.322713,0
19.512933,1.922796,0
19.514808,1.874916,0
19.516623,1.815386,0
19.518727,2.103659,0
19.520857,2.129953,0
19.522930,2.073283,0
19.524779,1.848831,0
19.526620,1.841017,0
19.528701,2.080570,0
19.530805,2.103869,0
19.533207,2.402901,0
19.534996,1.789048,0
19.536826,1.829478,0
19.538871,2.045475,0
19.540815,1.943481,0
19.543091,2.276118,0
19.544659,1.567940,0
19.546653,1.994278,0
19.548814,2.161004,0
19.550923,2.108533,0
19.553156,2.233471,0
19.554823,1.666981,0
19.556780,1.956404,0
19.558772,1.992365,0
19.560853,2.080719,0
19.562920,2.066804,0
19.564745,1.825061,0
19.566695,1.950796,0
19.568620,1.925085,0
19.570782,2.161256,0
19.573109,2.326948,0
19.574764,1.655293,0
19.576816,2.052139,0
19.578851,2.035107,0
19.580634,1.782361,0
19.583191,2.557793,0
19.584947,1.755340,0
19.586789,1.842450,0
19.588926,2.136469,0
19.590963,2.036940,0
19.593135,2.171944,0
19.595053,1.918446,0
19.596839,1.785752,0
19.598669,1.830592,0
19.600678,2.008865,0
19.603340,2.661516,0
19.604933,1.593260,0
19.606862,1.928982,0
19.608957,2.095028,0
19.611068,2.111487,0
19.613095,2.026507,0
19.614767,1.672423,0
19.616668,1.900645,0
19.618863,2.194576,0
19.620900,2.037261,0
19.623088,2.188344,0
19.624695,1.606951,0
19.626904,2.208862,0
19.628953,2.048914,0
19.631028,2.074979,0
19.633009,1.981281,0
19.634810,1.800355,0
19.636940,2.130111,0
19.638785,1.844855,0
19.640844,2.059054,0
19.642799,1.955326,0
19.644788,1.989592,0
19.646741,1.952590,0
19.648758,2.016623,0
19.650737,1.979305,0
19.653030,2.293024,0
19.654742,1.711765,0
19.656537,1.795531,0
19.658686,2.149021,0
19.660685,1.998660,0
19.662823,2.137745,0
19.664915,2.092707,0
19.666904,1.988461,0
19.668955,2.050889,0
19.670897,1.942373,0
19.673007,2.109456,0
19.674718,1.711425,0
19.676881,2.162484,0
19.679000,2.119274,0
19.681009,2.009217,0
19.683121,2.111998,0
19.684923,1.802122,0
19.686880,1.957184,0
19.688843,1.963049,0
19.690883,2.040075,0
19.693050,2.166173,0
19.694823,1.773366,0
19.696751,1.928324,0
19.698922,2.170275,0
19.700943,2.021102,0
19.703089,2.146118,0
19.704795,1.705815,0
19.706784,1.989248,0
19.708916,2.132456,0
19.711023,2.106201,0
19.713060,2.036964,0
19.714818,1.758870,0
19.716745,1.926810,0
19.718862,2.117090,0
19.720814,1.951796,0
19.722951,2.136964,0
19.724817,1.865843,0
19.726798,1.980829,0
19.728865,2.067322,0
19.730783,1.917608,0
19.733074,2.291636,0
19.734770,1.695585,0
19.736707,1.937026,0
19.738927,2.219760,0
19.740793,1.866361,0
19.743009,2.216113,0
19.744767,1.758079,0
19.746796,2.028884,0
19.748707,1.910697,0
19.750874,2.167605,0
19.753064,2.189623,0
19.755961,2.897419,0
19.759217,3.255689,1
19.761884,2.666387,0
19.764417,2.533945,0
19.764529,0.111790,0
19.766756,2.226993,0
19.768810,2.053295,0
19.771146,2.336839,0
19.773516,2.369284,0
19.774894,1.378055,0
19.776853,1.959734,0
19.778834,1.980200,0
19.781258,2.424645,0
19.783139,1.880779,0
19.785042,1.903361,0
19.787008,1.965967,0
19.788790,1.781616,0
19.791169,2.379010,0
19.793423,2.253604,0
19.795227,1.804829,0
19.797008,1.781025,0
19.799243,2.234273,0
19.801108,1.865376,0
19.803356,2.247870,0
19.805234,1.877732,0
19.806772,1.538250,0
19.808786,2.014235,0
19.810916,2.129821,0
19.813231,2.315288,0
19.814919,1.687590,0
19.816997,2.077707,0
19.818962,1.965033,0
19.820931,1.969443,0
19.823101,2.170025,0
19.824993,1.891907,0
19.826789,1.796211,0
19.828867,2.077748,0
19.831144,2.277084,0
19.833298,2.154020,0
19.834986,1.687854,0
19.836836,1.850300,0
19.839213,2.376695,0
19.840997,1.784510,0
19.843028,2.030308,0
19.844908,1.880256,0
19.846758,1.850449,0
19.849126,2.367717,0
19.851050,1.923730,0
19.853443,2.393237,0
19.854822,1.378497,0
19.856898,2.076626,0
19.859242,2.343447,0
19.861230,1.988494,0
19.863359,2.129226,0
19.864896,1.536867,0
19.866875,1.978551,0
19.869024,2.148790,0
19.870958,1.934846,0
19.873476,2.517288,0
19.875181,1.705492,0
19.877015,1.833803,0
19.879145,2.130395,0
19.881244,2.098677,0
19.883214,1.969583,0
19.885130,1.916044,0
19.886939,1.809436,0
19.889026,2.087277,0
19.891072,2.045864,0
19.893265,2.192911,0
19.895056,1.790647,0
19.897000,1.944119,0
19.899290,2.290443,0
19.901244,1.953228,0
19.903195,1.950965,0
19.904896,1.700880,0
19.907026,2.130396,0
19.909129,2.102895,0
19.911215,2.086148,0
19.913376,2.160679,0
19.914917,1.541383,0
19.917047,2.130082,0
19.919244,2.196532,0
19.921117,1.873193,0
19.923380,2.262922,0
19.925159,1.779723,0
19.927023,1.863871,0
19.929190,2.166925,0
19.931140,1.950038,0
19.933158,2.017721,0
19.934864,1.705527,0
19.936793,1.929413,0
19.939147,2.353826,0
19.940983,1.836550,0
19.943170,2.186495,0
19.944995,1.825527,0
19.946908,1.912821,0
19.948918,2.009599,0
19.950830,1.911878,0
19.952906,2.076211,0
19.955118,2.212279,0
19.957037,1.919205,0
19.959237,2.199894,0
19.961572,2.334401,0
19.963501,1.928842,0
19.965345,1.844371,0
19.967022,1.677431,0
19.968799,1.777137,0
19.971151,2.351997,0
19.973399,2.247334,0
19.975174,1.775202,0
19.977020,1.845872,0
19.979230,2.210415,0
19.981171,1.940308,0
19.982995,1.824331,0
19.984999,2.003602,0
19.986789,1.790451,0
19.988962,2.172755,0
19.991028,2.066171,0
19.993282,2.254021,0
19.994966,1.684390,0
19.996848,1.881763,0
19.998880,2.031494,0
20.000756,1.875991,0
20.003083,2.326984,0
20.004882,1.799578,0
20.006654,1.771655,0
20.008943,2.289058,0
20.010990,2.047029,0
20.012979,1.988845,0
20.014901,1.922561,0
20.016856,1.954584,0
20.018792,1.936165,0
20.020944,2.151665,0
20.023130,2.186470,0
20.024871,1.741029,0
20.026818,1.946881,0
20.028626,1.807511,0
20.030865,2.239297,0
20.033172,2.307299,0
20.035106,1.933407,0
20.037033,1.927914,0
20.039280,2.246708,0
20.040921,1.640322,0
20.043513,2.592796,0
20.045123,1.610099,0
20.046597,1.473229,0
20.048569,1.972399,0
20.050736,2.167179,0
20.052665,1.929198,0
20.054805,2.139211,0
20.056885,2.080322,0
20.058819,1.934059,0
20.061062,2.243303,0
20.063063,2.000891,0
20.065104,2.040392,0
20.066790,1.686112,0
20.068967,2.177035,0
20.071039,2.072520,0
20.072918,1.879058,0
20.074813,1.895143,0
20.076778,1.964982,0
20.078782,2.003795,0
20.080999,2.216296,0
20.083432,2.433683,0
20.085167,1.734427,0
20.086832,1.665097,0
20.088723,1.891146,0
20.091100,2.377262,0
20.093056,1.955906,0
20.095038,1.982042,0
20.096814,1.775790,0
20.098941,2.127470,0
20.100733,1.791742,0
20.103006,2.272459,0
20.104748,1.742594,0
20.106845,2.096975,0
20.109123,2.277872,0
20.111313,2.190446,0
20.113097,1.783610,0
20.114917,1.820317,0
20.116801,1.883454,0
20.119070,2.269341,0
20.121102,2.031419,0
20.123164,2.062282,0
20.124848,1.684617,0
20.126841,1.992859,0
20.128951,2.109505,0
20.130996,2.044813,0
20.133222,2.226218,0
20.134698,1.476535,0
20.136619,1.920930,0
20.138715,2.095815,0
20.140834,2.119337,0
20.142946,2.111549,0
20.144709,1.762651,0
20.146777,2.068390,0
20.148768,1.991234,0
20.150868,2.099821,0
20.153160,2.292332,0
20.154970,1.809498,0
20.156812,1.842003,0
20.158661,1.849453,0
20.160856,2.194404,0
20.162976,2.120095,0
20.164701,1.725426,0
20.166798,2.096263,0
20.169054,2.256697,0
20.171102,2.047238,0
20.173108,2.006194,0
20.174966,1.858085,0
20.176797,1.831409,0
20.178877,2.079968,0
20.180943,2.066118,0
20.183110,2.166299,0
20.184661,1.551177,0
20.186837,2.175936,0
20.188807,1.970342,0
20.190783,1.975820,0
20.192949,2.166384,0
20.194644,1.695011,0
20.196840,2.196103,0
20.199101,2.260951,0
20.200947,1.845845,0
20.203154,2.206679,0
20.204966,1.812507,0
20.206833,1.866315,0
20.208780,1.947655,0
20.211014,2.233685,0
20.213095,2.080494,0
20.214860,1.765497,0
20.216814,1.953970,0
20.218669,1.855019,0
20.220974,2.304922,0
20.223203,2.228693,0
20.224893,1.689909,0
20.226825,1.932215,0
20.228865,2.039774,0
20.230795,1.930127,0
20.233020,2.225528,0
20.234811,1.790399,0
20.236614,1.803238,0
20.238753,2.139398,0
20.240773,2.019907,0
20.243128,2.354568,0
20.244787,1.659694,0
20.246831,2.043377,0
20.249048,2.217631,0
20.250808,1.759980,0
20.253189,2.380395,0
20.255002,1.813493,0
20.256805,1.802688,0
20.259061,2.255591,0
20.260969,1.908264,0
20.263047,2.077698,0
20.264947,1.900708,0
20.266838,1.891266,0
20.268913,2.074212,0
20.271139,2.226671,0
20.272714,1.574711,0
20.274950,2.235533,0
20.276794,1.844431,0
20.278916,2.121596,0
20.280915,1.999152,0
20.283316,2.401244,0
20.285103,1.786939,0
20.286839,1.736373,0
20.289128,2.288487,0
20.290765,1.636906,0
20.293223,2.458430,0
20.295101,1.877842,0
20.296841,1.740432,0
20.298942,2.100204,0
20.300965,2.023828,0
20.303311,2.345812,0
20.305065,1.754101,0
20.306783,1.717175,0
20.309091,2.308274,0
20.311141,2.050158,0
20.312626,1.485031,0
20.314658,2.032207,0
20.316554,1.895909,0
20.319058,2.503546,0
20.320783,1.724961,0
20.323238,2.455561,0
20.324891,1.652685,0
20.326839,1.948202,0
20.328968,2.128861,0
20.331062,2.093842,0
20.333318,2.256509,0
20.334758,1.439583,0
20.336812,2.054499,0
20.339299,2.487117,0
20.341047,1.747015,0
20.343049,2.002709,0
20.344691,1.641567,0
20.346765,2.073768,0
20.348940,2.175607,0
20.351029,2.088885,0
20.353044,2.014914,0
20.354965,1.921000,0
20.356805,1.839572,0
20.358932,2.127422,0
20.361076,2.143919,0
20.363242,2.165731,0
20.364939,1.697648,0
20.366823,1.883861,0
20.368802,1.979243,0
20.370636,1.833950,0
20.373362,2.725935,0
20.375014,1.651334,0
20.376840,1.826406,0
20.379403,2.563149,0
20.380994,1.591184,0
20.383215,2.221013,0
20.385059,1.844072,0
20.386839,1.779297,0
20.388695,1.856473,0
20.390863,2.167890,0
20.393332,2.468957,0
20.395076,1.744068,0
20.396896,1.820278,0
20.399162,2.266088,0
20.401089,1.926753,0
20.402966,1.876834,0
20.404887,1.921326,0
20.406713,1.825981,0
20.409092,2.378640,0
20.411305,2.213454,0
20.413789,2.483297,0
20.415307,1.518409,0
20.416998,1.690961,0
20.419462,2.464336,0
20.421019,1.556406,0
20.423348,2.329323,0
20.424851,1.503007,0
20.426871,2.019584,0
20.428958,2.087594,0
20.430940,1.981281,0
20.433192,2.252116,0
20.434916,1.724179,0
20.436614,1.698503,0
20.439155,2.540319,0
