t_sys,q_FR_hip,dq_FR_hip,tau_FR_hip,q_FR_thigh,dq_FR_thigh,tau_FR_thigh,q_FR_calf,dq_FR_calf,tau_FR_calf,q_FL_hip,dq_FL_hip,tau_FL_hip,q_FL_thigh,dq_FL_thigh,tau_FL_thigh,q_FL_calf,dq_FL_calf,tau_FL_calf,q_RR_hip,dq_RR_hip,tau_RR_hip,q_RR_thigh,dq_RR_thigh,tau_RR_thigh,q_RR_calf,dq_RR_calf,tau_RR_calf,q_RL_hip,dq_RL_hip,tau_RL_hip,q_RL_thigh,dq_RL_thigh,tau_RL_thigh,q_RL_calf,dq_RL_calf,tau_RL_calf
4968.025019,-0.01696283,-0.05813286,0.56898046,0.73518300,-0.01162657,-1.70694149,-1.42420042,-0.01819811,6.25878525,0.03243464,-0.04263076,-1.55851173,0.71456403,0.03875524,-0.94005471,-1.44377279,0.01011006,7.20708609,-0.07301164,-0.00775105,2.15223050,0.68815660,0.00387552,1.45955861,-1.39799309,-0.01617610,6.87518072,0.06668365,0.03875524,-1.45955861,0.70057034,-0.03875524,2.25118375,-1.43574810,0.01617610,7.77606678
4968.027103,-0.01693255,0.01937762,0.56898046,0.73521328,-0.02712867,-1.70694149,-1.42418468,0.00404402,6.21137047,0.03243464,-0.04650629,-1.55851173,0.71453375,-0.00775105,-0.86583984,-1.44375706,0.04044025,7.11225605,-0.07304192,0.01937762,2.12749219,0.68818688,0.06200838,1.48429692,-1.39797735,0.02830817,6.87518072,0.06665337,-0.03100419,-1.38534379,0.70057034,0.01937762,2.22644544,-1.43574810,0.02022013,7.68123674
4968.029055,-0.01696283,-0.05038181,0.59371877,0.73518300,-0.00775105,-1.70694149,-1.42420042,-0.01617610,6.11654043,0.03243464,-0.03875524,-1.58325005,0.71453375,0.00000000,-0.94005471,-1.44378865,-0.01415409,7.11225605,-0.07307220,-0.05425733,2.20170712,0.68815660,0.02712867,1.48429692,-1.39799309,-0.01819811,6.82776594,0.06668365,0.05813286,-1.45955861,0.70054007,0.01162657,2.22644544,-1.43576396,-0.01819811,7.77606678
4968.031087,-0.01696283,-0.05038181,0.59371877,0.73518300,-0.01937762,-1.73167968,-1.42418468,0.00606604,6.21137047,0.03246492,-0.00387552,-1.50903523,0.71453375,-0.00775105,-0.94005471,-1.44377279,0.01415409,7.11225605,-0.07304192,0.00387552,2.15223050,0.68815660,0.01937762,1.48429692,-1.39799309,-0.01415409,6.87518072,0.06671393,0.05425733,-1.38534379,0.70057034,-0.03487971,2.25118375,-1.43574810,0.01415409,7.63382149
4968.033041,-0.01696283,-0.03875524,0.59371877,0.73521328,0.03100419,-1.68220317,-1.42418468,0.01011006,6.25878525,0.03243464,-0.03875524,-1.55851173,0.71453375,0.00000000,-0.94005471,-1.44378865,-0.01819811,7.20708609,-0.07301164,0.03875524,2.15223050,0.68815660,-0.01162657,1.55851173,-1.39797735,0.01819811,6.97001076,0.06668365,0.02712867,-1.38534379,0.70060062,0.04263076,2.30066013,-1.43573236,0.04246226,7.77606678
4968.034928,-0.01696283,-0.03875524,0.59371877,0.73521328,0.04263076,-1.70694149,-1.42420042,-0.02426415,6.21137047,0.03243464,-0.03875524,-1.55851173,0.71453375,0.00775105,-0.94005471,-1.44377279,0.01213207,7.06484079,-0.07301164,0.03875524,2.15223050,0.68815660,0.02325314,1.50903523,-1.39799309,-0.01011006,6.82776594,0.06668365,0.02712867,-1.38534379,0.70057034,-0.04263076,2.25118375,-1.43574810,0.01415409,7.77606678
4968.036987,-0.01699311,-0.09688810,0.59371877,0.73518300,-0.04263076,-1.70694149,-1.42418468,0.00808805,6.21137047,0.03243464,-0.03875524,-1.58325005,0.71450347,-0.06200838,-0.94005471,-1.44375706,0.04852830,7.11225605,-0.07298136,0.06200838,2.12749219,0.68815660,0.01550210,1.50903523,-1.39800894,-0.03841824,6.87518072,0.06668365,0.00387552,-1.41008210,0.70057034,-0.01937762,2.25118375,-1.43574810,0.01213207,7.77606678
4968.038974,-0.01696283,-0.02712867,0.59371877,0.73524356,0.07751048,-1.73167968,-1.42420042,-0.02426415,6.21137047,0.03243464,-0.02712867,-1.55851173,0.71453375,-0.00775105,-0.96479297,-1.44377279,0.02224214,7.06484079,-0.07301164,0.00000000,2.12749219,0.68821710,0.10076362,1.48429692,-1.39799309,-0.02022013,6.87518072,0.06671393,0.05425733,-1.45955861,0.70057034,-0.03875524,2.25118375,-1.43574810,0.02426415,7.77606678
4968.041039,-0.01693255,0.00000000,0.66793358,0.73524356,0.07751048,-1.73167968,-1.42420042,-0.01415409,6.25878525,0.03243464,-0.02325314,-1.58325005,0.71453375,0.00000000,-0.94005471,-1.44377279,0.01617610,7.20708609,-0.07298136,0.05813286,2.10275388,0.68815660,-0.00775105,1.48429692,-1.39800894,-0.04448427,6.82776594,0.06671393,0.05425733,-1.45955861,0.70060062,0.01937762,2.30066013,-1.43574810,0.01213207,7.68123674
4968.043048,-0.01696283,-0.01162657,0.59371877,0.73521328,-0.01162657,-1.78115630,-1.42420042,-0.01213207,6.21137047,0.03246492,-0.01937762,-1.50903523,0.71453375,0.00000000,-0.94005471,-1.44377279,0.00000000,7.30191612,-0.07304192,-0.04263076,2.15223050,0.68815660,0.00387552,1.48429692,-1.39797735,0.01819811,6.82776594,0.06671393,0.06975943,-1.38534379,0.70057034,-0.04263076,2.32539845,-1.43573236,0.04852830,7.68123674
4968.045054,-0.01696283,-0.01162657,0.59371877,0.73521328,-0.01162657,-1.78115630,-1.42420042,-0.00808805,6.11654043,0.03246492,-0.01937762,-1.50903523,0.71450347,-0.04263076,-0.94005471,-1.44377279,0.00000000,7.30191612,-0.07304192,-0.04263076,2.15223050,0.68815660,0.00387552,1.48429692,-1.39800894,-0.01617610,6.78035069,0.06671393,0.06975943,-1.38534379,0.70057034,-0.04650629,2.30066013,-1.43574810,0.02022013,7.68123674
4968.047088,-0.01693255,0.03100419,0.59371877,0.73518300,0.02712867,-1.80589461,-1.42420042,-0.02022013,6.30620050,0.03243464,-0.07363495,-1.50903523,0.71453375,0.01937762,-0.96479297,-1.44377279,0.00202201,7.20708609,-0.07301164,0.02325314,2.12749219,0.68818688,0.05813286,1.48429692,-1.39799309,0.00404402,6.82776594,0.06668365,0.00000000,-1.38534379,0.70057034,-0.04263076,2.30066013,-1.43576396,-0.01617610,7.63382149
4968.049121,-0.01696283,-0.03487971,0.66793358,0.73521328,0.03875524,-1.80589461,-1.42420042,-0.02022013,6.25878525,0.03246492,-0.03487971,-1.50903523,0.71456403,0.05038181,-0.96479297,-1.44375706,0.03235220,7.25450134,-0.07301164,0.00000000,2.12749219,0.68815660,0.00387552,1.50903523,-1.39799309,0.02426415,6.78035069,0.06668365,0.00000000,-1.41008210,0.70057034,0.06200838,2.30066013,-1.43576396,0.02628616,7.58640671
4968.051096,-0.01693255,0.00000000,0.59371877,0.73521328,0.03875524,-1.80589461,-1.42418468,0.01213207,6.30620050,0.03243464,-0.03487971,-1.50903523,0.71453375,0.00000000,-0.96479297,-1.44377279,-0.01819811,7.25450134,-0.07301164,0.03487971,2.12749219,0.68815660,0.00387552,1.48429692,-1.39799309,0.00000000,6.82776594,0.06668365,0.00000000,-1.41008210,0.70057034,-0.02712867,2.32539845,-1.43574810,0.02022013,7.77606678
4968.053082,-0.01693255,0.01550210,0.64319533,0.73518300,-0.01550210,-1.80589461,-1.42421627,-0.04246226,6.25878525,0.03246492,0.00000000,-1.50903523,0.71450347,-0.03100419,-0.94005471,-1.44375706,0.04448427,7.25450134,-0.07301164,0.03487971,2.12749219,0.68818688,0.06200838,1.55851173,-1.39800894,-0.02830817,6.82776594,0.06671393,0.05038181,-1.45955861,0.70054007,-0.08526152,2.32539845,-1.43574810,0.02426415,7.63382149
4968.055013,-0.01693255,0.01550210,0.64319533,0.73524356,0.06975943,-1.80589461,-1.42418468,0.02022013,6.25878525,0.03246492,0.00000000,-1.50903523,0.71450347,-0.06588390,-0.89057815,-1.44375706,0.03033019,7.30191612,-0.07301164,0.01550210,2.15223050,0.68815660,0.00000000,1.48429692,-1.39799309,0.00000000,6.78035069,0.06668365,-0.00387552,-1.38534379,0.70060062,0.01162657,2.25118375,-1.43576396,0.00000000,7.68123674
4968.056972,-0.01696283,-0.03875524,0.66793358,0.73521328,0.01162657,-1.80589461,-1.42420042,-0.02022013,6.25878525,0.03243464,-0.03875524,-1.55851173,0.71450347,-0.05038181,-0.94005471,-1.44377279,0.00404402,7.20708609,-0.07301164,0.01937762,2.15223050,0.68818688,0.05813286,1.48429692,-1.39799309,0.00808805,6.82776594,0.06668365,0.02325314,-1.45955861,0.70060062,0.00775105,2.30066013,-1.43574810,0.02022013,7.49157619
4968.059036,-0.01696283,-0.01162657,0.66793358,0.73524356,0.07751048,-1.80589461,-1.42421627,-0.04448427,6.30620050,0.03246492,0.01162657,-1.50903523,0.71456403,0.05813286,-0.94005471,-1.44377279,0.00000000,7.30191612,-0.07304192,-0.03100419,2.12749219,0.68815660,0.00000000,1.55851173,-1.39800894,-0.02022013,6.82776594,0.06668365,0.00000000,-1.45955861,0.70057034,-0.04263076,2.32539845,-1.43576396,-0.01213207,7.68123674
4968.061014,-0.01696283,-0.01162657,0.66793358,0.73521328,0.01550210,-1.73167968,-1.42418468,0.01011006,6.30620050,0.03246492,0.00387552,-1.50903523,0.71453375,0.00000000,-0.86583984,-1.44378865,-0.02830817,7.25450134,-0.07304192,-0.03100419,2.10275388,0.68815660,0.00387552,1.50903523,-1.39799309,0.00808805,6.87518072,0.06665337,-0.03487971,-1.38534379,0.70057034,-0.03875524,2.30066013,-1.43576396,-0.01213207,7.68123674
4968.063025,-0.01696283,0.00000000,0.64319533,0.73521328,0.00387552,-1.73167968,-1.42420042,-0.02022013,6.11654043,0.03246492,-0.00387552,-1.55851173,0.71456403,-0.04263076,-0.89057815,-1.44377279,0.01617610,7.11225605,-0.07304192,-0.03100419,2.12749219,0.68818688,0.05813286,1.48429692,-1.39797735,0.02830817,6.78035069,0.06668365,0.01937762,-1.38534379,0.70057034,-0.04650629,2.25118375,-1.43574810,0.02022013,7.68123674
4968.065055,-0.01696283,0.01162657,0.59371877,0.73521328,0.00000000,-1.70694149,-1.42420042,-0.02224214,6.25878525,0.03243464,-0.06200838,-1.58325005,0.71450347,-0.06975943,-0.94005471,-1.44377279,0.02022013,7.25450134,-0.07298136,0.06200838,2.15223050,0.68815660,0.01162657,1.55851173,-1.39799309,0.00202201,6.82776594,0.06668365,0.05038181,-1.38534379,0.70057034,-0.02325314,2.30066013,-1.43574810,0.01617610,7.63382149
4968.067056,-0.01696283,-0.00387552,0.59371877,0.73521328,0.00775105,-1.73167968,-1.42420042,-0.02022013,6.21137047,0.03243464,-0.03875524,-1.50903523,0.71450347,-0.06975943,-0.94005471,-1.44377279,0.00606604,7.25450134,-0.07301164,0.00775105,2.20170712,0.68815660,0.00000000,1.58325005,-1.39799309,-0.01011006,6.82776594,0.06668365,0.03875524,-1.41008210,0.70057034,-0.05038181,2.30066013,-1.43577969,-0.02830817,7.87089682
4968.069088,-0.01696283,-0.04263076,0.59371877,0.73521328,0.00775105,-1.73167968,-1.42418468,0.01819811,6.21137047,0.03243464,0.00000000,-1.58325005,0.71453375,-0.01937762,-0.94005471,-1.44378865,-0.01415409,7.25450134,-0.07298136,0.05813286,2.10275388,0.68818688,0.04263076,1.50903523,-1.39800894,-0.03033019,6.87518072,0.06665337,-0.03487971,-1.45955861,0.70060062,-0.05425733,2.25118375,-1.43577969,-0.04448427,7.68123674
4968.071087,-0.01696283,-0.03100419,0.59371877,0.73521328,0.03875524,-1.78115630,-1.42421627,-0.04246226,6.21137047,0.03249520,0.02325314,-1.58325005,0.71453375,-0.01550210,-0.94005471,-1.44377279,0.01011006,7.20708609,-0.07298136,0.04263076,2.15223050,0.68818688,0.05813286,1.50903523,-1.39797735,0.01617610,6.82776594,0.06668365,0.04650629,-1.45955861,0.70057034,-0.03875524,2.32539845,-1.43576396,-0.00202201,7.58640671
4968.073141,-0.01696283,-0.03100419,0.59371877,0.73521328,0.04650629,-1.80589461,-1.42418468,0.02022013,6.25878525,0.03249520,0.02325314,-1.58325005,0.71453375,-0.01550210,-0.94005471,-1.44375706,0.02830817,7.20708609,-0.07298136,0.04263076,2.15223050,0.68818688,0.05813286,1.50903523,-1.39799309,-0.02022013,6.87518072,0.06668365,0.04650629,-1.45955861,0.70060062,0.00000000,2.25118375,-1.43574810,0.02022013,7.77606678
4968.074912,-0.01693255,0.01162657,0.56898046,0.73521328,0.03875524,-1.70694149,-1.42420042,-0.01011006,6.25878525,0.03243464,-0.05425733,-1.55851173,0.71453375,-0.01550210,-0.96479297,-1.44378865,-0.01213207,7.20708609,-0.07301164,-0.00775105,2.20170712,0.68815660,0.00000000,1.50903523,-1.39799309,-0.01415409,6.87518072,0.06668365,0.03100419,-1.45955861,0.70057034,-0.05813286,2.32539845,-1.43577969,-0.02426415,7.68123674
4968.077054,-0.01696283,-0.02712867,0.59371877,0.73518300,0.00000000,-1.73167968,-1.42418468,0.01011006,6.25878525,0.03249520,0.00000000,-1.50903523,0.71456403,0.02325314,-0.94005471,-1.44375706,0.04044025,7.20708609,-0.07298136,0.00000000,2.12749219,0.68815660,0.00000000,1.58325005,-1.39799309,-0.00606604,6.87518072,0.06668365,0.00775105,-1.36060548,0.70060062,0.00000000,2.25118375,-1.43576396,-0.00404402,7.68123674
4968.078992,-0.01699311,-0.09301257,0.59371877,0.73521328,0.05038181,-1.73167968,-1.42421627,-0.03841824,6.25878525,0.03246492,-0.03487971,-1.55851173,0.71453375,-0.02712867,-0.86583984,-1.44378865,-0.02426415,7.25450134,-0.07301164,0.02712867,2.15223050,0.68815660,0.02712867,1.55851173,-1.39800894,-0.04044025,6.87518072,0.06668365,0.03875524,-1.38534379,0.70060062,-0.00775105,2.25118375,-1.43576396,0.00000000,7.63382149
4968.081031,-0.01696283,-0.02325314,0.59371877,0.73521328,0.03875524,-1.80589461,-1.42418468,0.01011006,6.40103054,0.03246492,-0.03875524,-1.58325005,0.71456403,0.00775105,-0.89057815,-1.44377279,0.01213207,7.11225605,-0.07301164,0.02712867,2.15223050,0.68815660,0.02712867,1.48429692,-1.39799309,-0.02426415,6.87518072,0.06671393,0.06200838,-1.41008210,0.70057034,-0.05038181,2.30066013,-1.43576396,-0.01011006,7.68123674
4968.083041,-0.01696283,-0.02325314,0.59371877,0.73518300,-0.00775105,-1.73167968,-1.42420042,-0.02022013,6.25878525,0.03252548,0.05425733,-1.55851173,0.71450347,-0.07751048,-0.94005471,-1.44377279,-0.00404402,7.11225605,-0.07301164,0.02325314,2.12749219,0.68815660,0.02325314,1.50903523,-1.39799309,-0.01213207,6.87518072,0.06665337,-0.00387552,-1.36060548,0.70060062,0.00000000,2.30066013,-1.43576396,0.00000000,7.49157619
4968.085111,-0.01693255,-0.01162657,0.59371877,0.73518300,0.01162657,-1.78115630,-1.42420042,-0.01011006,6.25878525,0.03246492,-0.00387552,-1.58325005,0.71450347,-0.05425733,-0.94005471,-1.44378865,-0.02426415,7.20708609,-0.07301164,0.06200838,2.20170712,0.68815660,0.00387552,1.48429692,-1.39797735,0.01617610,6.87518072,0.06665337,0.00387552,-1.45955861,0.70060062,0.00000000,2.25118375,-1.43576396,-0.00606604,7.63382149
4968.087109,-0.01693255,-0.01162657,0.59371877,0.73518300,0.02712867,-1.80589461,-1.42418468,0.00808805,6.30620050,0.03246492,-0.00387552,-1.58325005,0.71453375,-0.02712867,-0.96479297,-1.44377279,0.00202201,7.20708609,-0.07301164,0.06200838,2.20170712,0.68815660,0.00387552,1.48429692,-1.39799309,-0.00808805,6.87518072,0.06668365,0.04650629,-1.41008210,0.70060062,-0.01162657,2.32539845,-1.43577969,-0.03639622,7.58640671
4968.089116,-0.01696283,-0.03875524,0.56898046,0.73518300,-0.00775105,-1.73167968,-1.42420042,-0.01011006,6.40103054,0.03246492,-0.01937762,-1.58325005,0.71456403,0.05038181,-0.94005471,-1.44375706,0.03437421,7.25450134,-0.07304192,0.00000000,2.15223050,0.68815660,0.01550210,1.48429692,-1.39799309,-0.01213207,6.82776594,0.06665337,0.02712867,-1.45955861,0.70060062,-0.01162657,2.32539845,-1.43577969,-0.03639622,7.58640671
4968.090993,-0.01693255,0.00000000,0.59371877,0.73515272,-0.02325314,-1.78115630,-1.42420042,-0.01011006,6.40103054,0.03243464,-0.05425733,-1.58325005,0.71456403,0.05038181,-0.94005471,-1.44375706,0.03437421,7.25450134,-0.07307220,-0.01937762,2.20170712,0.68815660,0.03100419,1.48429692,-1.39799309,-0.01213207,6.82776594,0.06668365,0.05038181,-1.38534379,0.70063090,-0.03100419,2.25118375,-1.43574810,0.03235220,7.58640671
4968.092998,-0.01696283,-0.03487971,0.59371877,0.73518300,0.02325314,-1.73167968,-1.42421627,-0.04852830,6.30620050,0.03246492,-0.02712867,-1.58325005,0.71456403,0.05425733,-0.96479297,-1.44375706,0.03639622,7.11225605,-0.07304192,0.01550210,2.12749219,0.68815660,0.03100419,1.48429692,-1.39800894,-0.05257232,6.87518072,0.06665337,0.00000000,-1.45955861,0.70063090,0.05425733,2.30066013,-1.43576396,0.00000000,7.58640671
4968.094937,-0.01696283,-0.04650629,0.56898046,0.73518300,0.02325314,-1.73167968,-1.42420042,-0.01011006,6.30620050,0.03246492,0.00000000,-1.58325005,0.71456403,0.03487971,-0.94005471,-1.44377279,0.00404402,7.25450134,-0.07304192,0.04650629,2.15223050,0.68815660,0.00387552,1.55851173,-1.39799309,-0.01415409,6.87518072,0.06665337,-0.01550210,-1.36060548,0.70063090,0.02712867,2.32539845,-1.43576396,0.00202201,7.58640671
4968.096937,-0.01696283,-0.04650629,0.56898046,0.73515272,-0.01937762,-1.80589461,-1.42418468,0.01011006,6.30620050,0.03246492,0.00000000,-1.58325005,0.71456403,0.05038181,-0.94005471,-1.44375706,0.03639622,7.30191612,-0.07304192,0.04650629,2.15223050,0.68815660,0.03875524,1.50903523,-1.39797735,0.00606604,6.82776594,0.06665337,-0.01550210,-1.36060548,0.70057034,-0.07363495,2.35013676,-1.43574810,0.02830817,7.58640671
4968.099010,-0.01693255,-0.03875524,0.56898046,0.73515272,-0.02712867,-1.78115630,-1.42420042,-0.01617610,6.30620050,0.03246492,-0.03875524,-1.58325005,0.71450347,-0.09301257,-0.89057815,-1.44375706,0.03033019,7.20708609,-0.07301164,0.05038181,2.15223050,0.68812633,-0.01937762,1.48429692,-1.39797735,0.00404402,6.82776594,0.06662309,0.03875524,-1.41008210,0.70060062,-0.02325314,2.30066013,-1.43576396,0.00000000,7.58640671
4968.101010,-0.01690227,0.01550210,0.59371877,0.73518300,0.07363495,-1.68220317,-1.42421627,-0.03841824,6.40103054,0.03246492,-0.02712867,-1.58325005,0.71453375,-0.00775105,-0.96479297,-1.44375706,0.04852830,7.25450134,-0.07301164,0.05038181,2.20170712,0.68812633,-0.00387552,1.58325005,-1.39800894,-0.04044025,6.82776594,0.06668365,0.03875524,-1.38534379,0.70060062,-0.01550210,2.30066013,-1.43576396,-0.01011006,7.63382149
4968.102998,-0.01696283,-0.08138600,0.59371877,0.73518300,0.02325314,-1.73167968,-1.42420042,-0.01415409,6.40103054,0.03243464,-0.08526152,-1.58325005,0.71456403,0.05813286,-0.96479297,-1.44375706,0.04852830,7.11225605,-0.07301164,0.03487971,2.20170712,0.68818688,0.06975943,1.48429692,-1.39800894,-0.03841824,6.82776594,0.06671393,0.06588390,-1.36060548,0.70060062,-0.01550210,2.25118375,-1.43576396,-0.01011006,7.63382149
4968.104917,-0.01696283,-0.08138600,0.59371877,0.73518300,0.01162657,-1.70694149,-1.42420042,-0.02022013,6.25878525,0.03246492,-0.03875524,-1.58325005,0.71453375,-0.00775105,-0.96479297,-1.44377279,0.01011006,7.06484079,-0.07301164,0.03487971,2.20170712,0.68818688,0.01550210,1.55851173,-1.39799309,-0.01213207,6.87518072,0.06668365,0.00000000,-1.36060548,0.70060062,0.01550210,2.22644544,-1.43574810,0.02022013,7.58640671
4968.106941,-0.01690227,0.00000000,0.59371877,0.73518300,0.00000000,-1.70694149,-1.42418468,0.01617610,6.30620050,0.03243464,-0.05038181,-1.58325005,0.71450347,-0.04650629,-0.98953128,-1.44377279,0.00404402,7.06484079,-0.07298136,0.05038181,2.20170712,0.68812633,-0.02325314,1.48429692,-1.39799309,-0.02830817,6.78035069,0.06668365,0.00775105,-1.45955861,0.70060062,0.00000000,2.25118375,-1.43574810,0.02224214,7.63382149
4968.108904,-0.01693255,-0.05813286,0.66793358,0.73518300,0.00000000,-1.73167968,-1.42418468,0.01617610,6.30620050,0.03246492,-0.03875524,-1.58325005,0.71450347,-0.04263076,-0.94005471,-1.44378865,-0.01617610,7.06484079,-0.07301164,0.00387552,2.15223050,0.68815660,0.00000000,1.48429692,-1.39799309,-0.01617610,6.87518072,0.06668365,0.00000000,-1.31112897,0.70063090,0.03875524,2.25118375,-1.43576396,-0.00808805,7.63382149
4968.111047,-0.01693255,-0.03100419,0.59371877,0.73518300,-0.01550210,-1.63272667,-1.42420042,-0.02830817,6.25878525,0.03246492,-0.02712867,-1.55851173,0.71450347,-0.05813286,-0.96479297,-1.44374120,0.07481446,7.20708609,-0.07301164,0.03487971,2.20170712,0.68815660,0.00387552,1.60798836,-1.39799309,-0.01415409,6.82776594,0.06665337,-0.02325314,-1.38534379,0.70057034,-0.08526152,2.25118375,-1.43574810,0.02022013,7.77606678
4968.113023,-0.01693255,-0.03875524,0.59371877,0.73521328,0.06200838,-1.70694149,-1.42418468,0.01011006,6.25878525,0.03246492,0.00775105,-1.58325005,0.71450347,-0.03875524,-0.96479297,-1.44378865,-0.02224214,7.20708609,-0.07301164,0.01550210,2.22644544,0.68818688,0.06200838,1.55851173,-1.39799309,-0.01819811,6.87518072,0.06668365,0.00000000,-1.38534379,0.70060062,-0.03487971,2.25118375,-1.43577969,-0.02830817,7.63382149
4968.115087,-0.01696283,-0.03487971,0.66793358,0.73518300,-0.01550210,-1.70694149,-1.42420042,-0.02022013,6.30620050,0.03243464,-0.06588390,-1.58325005,0.71450347,-0.03875524,-0.94005471,-1.44377279,0.00808805,7.20708609,-0.07301164,0.02712867,2.22644544,0.68815660,0.00000000,1.55851173,-1.39799309,-0.02022013,6.97001076,0.06668365,0.02325314,-1.38534379,0.70063090,0.02712867,2.25118375,-1.43574810,0.02022013,7.68123674
4968.117087,-0.01696283,-0.03875524,0.56898046,0.73521328,0.05813286,-1.73167968,-1.42420042,-0.01415409,6.25878525,0.03243464,-0.05425733,-1.58325005,0.71450347,-0.03875524,-0.94005471,-1.44375706,-0.01213207,7.25450134,-0.07301164,0.03875524,2.20170712,0.68815660,-0.00775105,1.58325005,-1.39799309,-0.00808805,6.87518072,0.06668365,0.00387552,-1.38534379,0.70060062,-0.01937762,2.30066013,-1.43576396,-0.00808805,7.68123674
4968.119063,-0.01693255,0.01550210,0.59371877,0.73521328,0.05813286,-1.73167968,-1.42420042,-0.01819811,6.30620050,0.03246492,0.00000000,-1.58325005,0.71450347,-0.04263076,-0.96479297,-1.44375706,0.04852830,7.11225605,-0.07301164,0.03875524,2.20170712,0.68815660,0.01937762,1.50903523,-1.39799309,-0.00404402,6.78035069,0.06671393,0.06200838,-1.36060548,0.70060062,-0.02325314,2.25118375,-1.43574810,0.02022013,7.58640671
4968.121076,-0.01699311,-0.09301257,0.59371877,0.73521328,0.03875524,-1.70694149,-1.42420042,-0.02022013,6.40103054,0.03243464,-0.05425733,-1.58325005,0.71453375,0.01550210,-0.94005471,-1.44375706,0.04044025,7.11225605,-0.07304192,-0.01937762,2.15223050,0.68815660,0.06588390,1.55851173,-1.39799309,-0.01011006,6.87518072,0.06671393,0.06200838,-1.36060548,0.70057034,-0.04650629,2.25118375,-1.43576396,-0.01011006,7.63382149
4968.123332,-0.01699311,-0.09301257,0.59371877,0.73521328,0.03875524,-1.70694149,-1.42418468,-0.02426415,6.25878525,0.03243464,-0.05425733,-1.58325005,0.71450347,-0.03875524,-0.94005471,-1.44378865,-0.02426415,7.20708609,-0.07304192,-0.01937762,2.15223050,0.68815660,0.00000000,1.50903523,-1.39797735,-0.01213207,6.82776594,0.06665337,-0.02712867,-1.41008210,0.70057034,-0.08913705,2.30066013,-1.43576396,-0.01011006,7.63382149
4968.125099,-0.01693255,0.05038181,0.59371877,0.73518300,0.01162657,-1.73167968,-1.42420042,-0.01819811,6.25878525,0.03243464,-0.01550210,-1.55851173,0.71450347,-0.08526152,-0.89057815,-1.44377279,0.00404402,7.20708609,-0.07307220,-0.05425733,2.12749219,0.68812633,-0.04263076,1.45955861,-1.39797735,-0.01213207,6.82776594,0.06668365,0.01162657,-1.45955861,0.70060062,-0.03875524,2.25118375,-1.43574810,0.03033019,7.68123674
4968.127076,-0.01696283,-0.03875524,0.59371877,0.73521328,0.05038181,-1.78115630,-1.42418468,0.00000000,6.25878525,0.03243464,-0.03487971,-1.58325005,0.71453375,-0.02712867,-0.96479297,-1.44377279,0.01213207,7.11225605,-0.07301164,0.03875524,2.15223050,0.68812633,-0.04263076,1.45955861,-1.39799309,-0.04044025,6.87518072,0.06668365,0.02712867,-1.41008210,0.70060062,-0.03875524,2.25118375,-1.43574810,0.03033019,7.68123674
4968.129032,-0.01693255,0.01550210,0.59371877,0.73518300,-0.00775105,-1.73167968,-1.42421627,-0.05257232,6.25878525,0.03243464,0.00000000,-1.58325005,0.71453375,0.00000000,-0.94005471,-1.44377279,0.00808805,7.20708609,-0.07298136,0.06975943,2.15223050,0.68815660,0.01550210,1.50903523,-1.39799309,-0.01011006,6.82776594,0.06665337,-0.03100419,-1.38534379,0.70057034,-0.07751048,2.32539845,-1.43574810,0.02426415,7.58640671
4968.131042,-0.01696283,-0.04263076,0.66793358,0.73518300,-0.01937762,-1.73167968,-1.42420042,-0.02426415,6.25878525,0.03243464,0.00000000,-1.60798836,0.71450347,-0.06200838,-0.94005471,-1.44377279,0.01415409,7.30191612,-0.07301164,0.01937762,2.12749219,0.68818688,0.05425733,1.55851173,-1.39797735,0.01011006,6.82776594,0.06668365,-0.03487971,-1.45955861,0.70057034,-0.06975943,2.32539845,-1.43576396,-0.01011006,7.63382149
4968.133045,-0.01696283,-0.02325314,0.59371877,0.73518300,-0.01162657,-1.73167968,-1.42416883,0.04448427,6.40103054,0.03246492,0.01550210,-1.58325005,0.71453375,0.00387552,-0.96479297,-1.44378865,-0.01819811,7.20708609,-0.07298136,0.05813286,2.15223050,0.68818688,0.04263076,1.55851173,-1.39797735,0.00606604,6.87518072,0.06665337,-0.04650629,-1.36060548,0.70066118,0.08138600,2.32539845,-1.43576396,-0.00404402,7.63382149
4968.135082,-0.01696283,-0.00387552,0.59371877,0.73521328,0.03875524,-1.73167968,-1.42420042,-0.01819811,6.25878525,0.03246492,0.01937762,-1.58325005,0.71453375,-0.02325314,-0.94005471,-1.44378865,-0.01617610,7.20708609,-0.07298136,0.06200838,2.15223050,0.68815660,0.00000000,1.48429692,-1.39799309,-0.00404402,6.82776594,0.06671393,0.04650629,-1.38534379,0.70063090,0.03875524,2.32539845,-1.43576396,-0.01011006,7.68123674
4968.137141,-0.01702338,-0.03875524,0.59371877,0.73518300,-0.01937762,-1.73167968,-1.42418468,0.00808805,6.25878525,0.03246492,-0.03100419,-1.58325005,0.71450347,-0.05425733,-0.94005471,-1.44378865,-0.01617610,7.20708609,-0.07301164,0.02712867,2.15223050,0.68815660,0.00000000,1.48429692,-1.39797735,0.01213207,6.82776594,0.06668365,-0.01550210,-1.41008210,0.70063090,0.03875524,2.30066013,-1.43574810,0.02426415,7.68123674
