t_sys,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
7417.203944824,-0.017044229,0.006391586,0.002130529,-0.821211159,0.410605580,9.299078941
7417.205608604,-0.009587379,-0.012783172,-0.004261057,-0.821211159,0.410605580,9.299078941
7417.207857776,-0.015978964,0.005326321,-0.008522115,-0.786495268,0.426167905,9.419986725
7417.209920619,-0.006391586,-0.003195793,0.001065264,-0.786495268,0.426167905,9.419986725
7417.211803809,-0.001065264,0.007456850,-0.005326321,-0.786495268,0.426167905,9.419986725
7417.213859228,-0.007456850,-0.008522115,-0.004261057,-0.760159016,0.383072257,9.354146004
7417.215586960,-0.010652643,-0.005326321,-0.004261057,-0.760159016,0.383072257,9.354146004
7417.217805723,0.001065264,0.005326321,-0.009587379,-0.784101069,0.415394008,9.346963882
7417.220004436,-0.001065264,-0.018109493,0.005326321,-0.784101069,0.415394008,9.346963882
7417.222012662,-0.010652643,-0.009587379,-0.003195793,-0.784101069,0.415394008,9.346963882
7417.223792923,-0.001065264,-0.008522115,0.004261057,-0.787692368,0.399831682,9.336189270
7417.225743938,-0.006391586,-0.011717907,-0.009587379,-0.787692368,0.399831682,9.336189270
7417.227831822,-0.006391586,0.000000000,0.007456850,-0.781706870,0.402225882,9.300276756
7417.229885662,-0.006391586,-0.012783172,-0.007456850,-0.781706870,0.402225882,9.300276756
7417.231686625,0.002130529,-0.006391586,-0.005326321,-0.781706870,0.402225882,9.300276756
7417.233663238,-0.003195793,-0.018109493,-0.008522115,-0.781706870,0.409408480,9.372102737
7417.235685003,-0.002130529,-0.013848436,-0.012783172,-0.781706870,0.409408480,9.372102737
7417.237877494,-0.010652643,-0.009587379,0.003195793,-0.788889468,0.391451985,9.400833130
7417.239933645,0.000000000,-0.006391586,-0.005326321,-0.788889468,0.391451985,9.400833130
7417.241908428,0.000000000,-0.002130529,-0.001065264,-0.788889468,0.391451985,9.400833130
7417.243939892,-0.010652643,0.003195793,-0.006391586,-0.797269166,0.399831682,9.349357605
7417.245906449,-0.010652643,-0.005326321,-0.003195793,-0.797269166,0.399831682,9.349357605
7417.247759631,0.005326321,-0.014913701,-0.003195793,-0.792480767,0.389057785,9.379284859
7417.250016851,-0.004261057,-0.005326321,0.000000000,-0.792480767,0.389057785,9.379284859
7417.251985559,-0.003195793,-0.007456850,-0.010652643,-0.792480767,0.389057785,9.379284859
7417.253974324,-0.004261057,0.000000000,-0.002130529,-0.776918471,0.396240383,9.340977669
7417.255959907,0.000000000,-0.017044229,0.005326321,-0.776918471,0.396240383,9.340977669
7417.257937317,-0.011717907,-0.006391586,0.001065264,-0.797269166,0.423773706,9.306262016
7417.259897662,0.006391586,-0.009587379,-0.005326321,-0.797269166,0.423773706,9.306262016
7417.261701143,-0.001065264,-0.006391586,-0.003195793,-0.797269166,0.423773706,9.306262016
7417.263666880,-0.001065264,-0.010652643,-0.007456850,-0.780509770,0.387860686,9.385271072
7417.265610288,0.003195793,-0.007456850,-0.005326321,-0.780509770,0.387860686,9.385271072
7417.267881135,-0.003195793,-0.012783172,0.003195793,-0.785298169,0.432153404,9.346963882
7417.269741846,-0.002130529,-0.003195793,-0.007456850,-0.785298169,0.432153404,9.346963882
7417.271735396,-0.006391586,-0.010652643,-0.005326321,-0.785298169,0.432153404,9.346963882
7417.273775973,-0.008522115,-0.010652643,0.001065264,-0.804451764,0.409408480,9.337387085
7417.275757197,0.000000000,-0.004261057,-0.018109493,-0.804451764,0.409408480,9.337387085
7417.277851261,-0.003195793,-0.014913701,0.006391586,-0.794874966,0.379480958,9.369708061
7417.279712753,0.000000000,-0.003195793,0.004261057,-0.794874966,0.379480958,9.369708061
7417.281763700,-0.007456850,-0.006391586,0.000000000,-0.794874966,0.379480958,9.369708061
7417.283672409,0.000000000,0.002130529,-0.004261057,-0.815225661,0.390254885,9.332598686
7417.285745199,-0.011717907,-0.010652643,-0.001065264,-0.815225661,0.390254885,9.332598686
7417.287929621,-0.005326321,-0.007456850,0.001065264,-0.799663365,0.405817181,9.309853554
7417.289796810,0.003195793,-0.007456850,-0.001065264,-0.799663365,0.405817181,9.309853554
7417.291905188,-0.008522115,-0.006391586,0.004261057,-0.799663365,0.405817181,9.309853554
7417.293779765,-0.010652643,-0.011717907,-0.004261057,-0.796072066,0.405817181,9.375694275
7417.295929646,-0.003195793,-0.018109493,-0.004261057,-0.796072066,0.405817181,9.375694275
7417.297734740,0.002130529,-0.010652643,0.000000000,-0.767341673,0.403422982,9.336189270
7417.299945844,-0.020240022,0.003195793,0.006391586,-0.767341673,0.403422982,9.336189270
7417.301669993,-0.004261057,-0.001065264,-0.011717907,-0.767341673,0.403422982,9.336189270
7417.303711827,0.005326321,-0.019174758,-0.006391586,-0.781706870,0.405817181,9.336189270
7417.305693681,-0.007456850,-0.004261057,0.005326321,-0.781706870,0.405817181,9.336189270
7417.307708783,0.011717907,-0.018109493,-0.005326321,-0.800860465,0.393846184,9.364919662
7417.309878794,-0.007456850,-0.013848436,0.001065264,-0.800860465,0.393846184,9.364919662
7417.311661719,-0.003195793,-0.012783172,0.002130529,-0.800860465,0.393846184,9.364919662
7417.313644417,-0.011717907,0.000000000,-0.007456850,-0.817619860,0.409408480,9.312247276
7417.315846991,0.004261057,-0.009587379,-0.006391586,-0.817619860,0.409408480,9.312247276
