t_sys,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
3332.020353695,0.000000000,-0.017044229,-0.004261057,-0.556651890,0.390254885,9.318233490
3332.022353364,-0.009587379,-0.012783172,-0.002130529,-0.559046090,0.383072257,9.327810287
3332.024506275,-0.018109493,0.009587379,0.010652643,-0.559046090,0.383072257,9.327810287
3332.026316775,-0.007456850,-0.008522115,0.004261057,-0.559046090,0.383072257,9.327810287
3332.028281948,-0.010652643,-0.001065264,0.005326321,-0.572214186,0.374692559,9.255983353
3332.030273993,-0.001065264,-0.019174758,-0.002130529,-0.572214186,0.374692559,9.255983353
3332.032264845,-0.008522115,-0.002130529,0.000000000,-0.549469292,0.377086759,9.367314339
3332.034241200,-0.007456850,-0.006391586,-0.003195793,-0.549469292,0.377086759,9.367314339
3332.036333666,0.001065264,-0.007456850,-0.005326321,-0.549469292,0.377086759,9.367314339
3332.038476936,-0.006391586,-0.010652643,0.009587379,-0.560243189,0.379480958,9.327810287
3332.040490862,0.001065264,-0.013848436,-0.002130529,-0.560243189,0.379480958,9.327810287
3332.042371206,-0.010652643,-0.003195793,0.007456850,-0.560243189,0.372298360,9.285911560
3332.044377192,-0.007456850,-0.005326321,-0.007456850,-0.560243189,0.372298360,9.285911560
3332.046289555,-0.004261057,-0.007456850,0.000000000,-0.560243189,0.372298360,9.285911560
3332.048276684,-0.004261057,0.008522115,0.012783172,-0.547075093,0.383072257,9.357737541
3332.050225144,-0.011717907,0.001065264,-0.002130529,-0.547075093,0.383072257,9.357737541
3332.052250328,0.001065264,-0.006391586,0.002130529,-0.557848990,0.366312861,9.342175484
3332.054328031,-0.011717907,-0.012783172,-0.001065264,-0.557848990,0.366312861,9.342175484
3332.056506166,0.000000000,-0.014913701,-0.001065264,-0.557848990,0.366312861,9.342175484
3332.058466010,-0.011717907,-0.005326321,-0.001065264,-0.554257691,0.386663586,9.289502144
3332.060376695,-0.007456850,-0.008522115,0.000000000,-0.554257691,0.386663586,9.289502144
3332.062420370,0.004261057,-0.012783172,-0.012783172,-0.542286694,0.383072257,9.372102737
3332.064311630,0.005326321,-0.010652643,-0.010652643,-0.542286694,0.383072257,9.372102737
3332.066339982,-0.005326321,-0.020240022,-0.008522115,-0.584185243,0.384269387,9.369708061
3332.068296501,0.003195793,-0.012783172,0.002130529,-0.584185243,0.384269387,9.369708061
3332.070292108,-0.008522115,-0.002130529,-0.008522115,-0.584185243,0.384269387,9.369708061
3332.072466557,0.005326321,-0.008522115,-0.003195793,-0.563834488,0.381875157,9.312247276
3332.074463921,-0.002130529,-0.001065264,-0.002130529,-0.563834488,0.381875157,9.312247276
3332.076366710,-0.009587379,-0.006391586,0.007456850,-0.536301196,0.389057785,9.368511200
3332.078462735,-0.003195793,-0.006391586,0.010652643,-0.536301196,0.389057785,9.368511200
3332.080359019,-0.001065264,-0.009587379,0.007456850,-0.536301196,0.389057785,9.368511200
3332.082482967,0.001065264,-0.007456850,-0.009587379,-0.582988143,0.391451985,9.306262016
3332.084411292,-0.020240022,-0.008522115,0.001065264,-0.582988143,0.391451985,9.306262016
3332.086349000,-0.006391586,-0.009587379,-0.012783172,-0.566228688,0.384269387,9.325415611
3332.088479181,-0.005326321,-0.011717907,-0.005326321,-0.566228688,0.384269387,9.325415611
3332.090469611,-0.003195793,-0.004261057,-0.001065264,-0.566228688,0.384269387,9.325415611
3332.092362980,-0.007456850,-0.005326321,0.002130529,-0.566228688,0.381875157,9.345766068
3332.094306422,-0.004261057,-0.011717907,0.004261057,-0.566228688,0.381875157,9.345766068
3332.096334542,-0.011717907,-0.005326321,-0.004261057,-0.567425787,0.373495460,9.307458878
3332.098405917,-0.003195793,-0.011717907,0.002130529,-0.567425787,0.373495460,9.307458878
3332.100414315,0.003195793,-0.002130529,-0.011717907,-0.567425787,0.373495460,9.307458878
3332.102491336,-0.006391586,-0.017044229,-0.004261057,-0.566228688,0.399831682,9.307458878
3332.104462960,-0.007456850,-0.010652643,-0.003195793,-0.566228688,0.399831682,9.307458878
3332.106469499,-0.005326321,-0.012783172,-0.008522115,-0.581790984,0.381875157,9.358934402
3332.108475394,0.009587379,-0.007456850,-0.014913701,-0.581790984,0.381875157,9.358934402
3332.110497907,-0.007456850,-0.004261057,0.007456850,-0.581790984,0.381875157,9.358934402
3332.112489185,-0.010652643,0.001065264,-0.005326321,-0.541089594,0.377086759,9.283516884
3332.114365127,-0.011717907,-0.009587379,0.004261057,-0.541089594,0.377086759,9.283516884
3332.116360131,0.001065264,-0.009587379,-0.001065264,-0.547075093,0.362721562,9.305065155
3332.118368107,-0.006391586,-0.012783172,0.006391586,-0.547075093,0.362721562,9.305065155
